,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.67,0.91,1.54,1.56,1.26,1.31,0.64,0.65,0.55,0.65,0.66,0.61,0.43,0.5,0.49,0.67
f_1,1.58,0.66,1.22,1.38,1.25,1.29,0.5,0.5,0.48,0.68,0.41,0.66,0.33,0.42,0.39,0.4
d_1,1.44,1.5,0.66,1.41,1.53,1.07,0.6,0.87,0.54,0.44,0.49,0.44,0.43,0.43,0.31,0.39
c_1,1.21,1.57,1.83,0.64,1.41,1.49,0.69,0.35,0.68,0.61,0.49,0.53,0.43,0.57,0.45,0.57
b_1,1.69,1.85,1.6,1.07,0.61,1.53,0.82,0.61,0.63,0.77,0.95,0.57,0.45,0.6,0.42,0.46
a_1,1.81,2.1,2.0,1.59,1.23,0.55,1.05,0.67,0.79,1.05,0.97,0.64,0.6,1.41,0.54,0.55
h_1,2.12,2.28,2.12,2.17,2.17,1.67,0.58,0.78,0.76,1.05,0.72,0.67,0.89,0.74,0.65,0.6
d_0,1.53,2.29,2.71,2.73,2.28,2.21,1.27,0.65,0.85,1.17,0.92,0.95,0.86,0.75,0.71,0.89
c_0,2.36,2.38,1.57,4.33,2.29,2.03,1.09,0.93,0.64,0.96,0.95,0.82,0.7,0.83,0.74,0.99
g_1,2.25,2.29,2.34,2.98,2.72,2.16,0.85,0.8,0.83,0.56,0.9,0.78,0.6,0.8,0.87,0.78
b_0,2.28,2.74,2.01,3.02,4.07,1.93,1.09,0.92,0.54,1.04,0.6,0.87,0.72,0.83,0.69,0.78
f_0,2.49,3.73,2.47,2.65,2.49,2.53,1.31,0.96,0.94,0.94,0.88,0.6,0.86,0.84,0.52,1.06
h_0,2.84,3.39,2.63,2.81,2.39,1.97,1.78,0.93,0.92,1.22,0.95,0.86,1.04,0.94,0.82,0.99
a_0,2.86,2.92,2.85,2.63,2.98,4.33,1.32,1.04,0.92,1.11,0.72,1.09,0.93,0.57,1.23,1.21
g_0,2.72,2.88,2.93,2.79,3.18,2.65,1.07,1.17,1.01,1.46,1.09,1.1,0.71,0.88,1.21,0.92
e_0,4.05,4.49,2.58,2.81,2.83,3.13,1.27,1.12,0.92,1.28,0.99,0.58,0.88,0.81,0.79,0.58
