,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,0.94,1.3,1.74,1.54,1.21,0.65,0.79,0.65,0.52,0.49,0.54,0.43,0.47,0.78,0.42
f_1,1.63,0.66,1.4,1.4,1.18,1.18,0.47,0.69,0.52,0.46,0.51,0.73,0.32,0.43,0.44,0.42
d_1,1.64,1.4,0.65,1.45,1.44,1.35,0.59,0.42,0.92,0.58,0.57,0.45,0.41,0.46,0.45,0.3
c_1,1.11,1.55,1.8,0.64,1.6,1.39,0.77,0.67,0.35,0.68,0.53,0.54,0.45,0.61,0.57,0.45
b_1,1.45,1.79,1.5,0.94,0.63,1.92,0.75,0.69,0.57,0.75,0.84,0.57,0.45,0.5,0.55,0.41
a_1,1.92,1.98,1.74,1.81,1.08,0.57,0.91,0.91,0.64,0.69,0.73,0.63,0.64,1.16,0.56,0.66
h_1,2.26,2.45,2.32,1.95,1.86,1.74,0.58,1.15,0.95,0.78,0.74,0.69,0.88,0.7,0.66,0.7
g_1,2.18,2.48,2.64,2.39,2.22,2.0,0.78,0.55,0.92,0.84,0.86,0.94,0.52,0.79,0.62,0.83
d_0,1.52,2.37,3.34,2.64,2.62,1.96,1.06,1.04,0.63,0.86,0.8,0.81,0.69,1.11,0.81,0.66
c_0,2.39,2.69,1.52,3.67,2.41,2.22,1.23,1.06,1.2,0.62,0.99,0.97,0.71,0.85,0.84,0.6
b_0,2.44,2.47,1.98,2.92,3.77,2.2,1.29,1.14,0.95,0.59,0.6,0.91,0.83,0.89,0.77,0.8
f_0,2.3,3.68,2.57,2.44,2.46,2.17,1.22,0.78,0.96,0.92,0.8,0.61,0.76,0.86,0.95,0.5
h_0,2.61,3.03,2.64,2.88,2.93,2.27,1.78,1.42,1.04,0.97,0.97,1.0,0.99,1.03,0.85,0.86
a_0,2.94,3.17,2.59,2.66,3.89,2.68,1.46,1.4,1.08,0.91,0.63,1.07,0.85,0.57,0.93,0.81
e_0,3.88,3.69,2.86,2.63,2.31,2.77,1.31,1.33,1.11,1.04,1.1,0.56,1.0,0.97,0.56,0.62
g_0,3.0,3.32,3.81,2.95,3.22,2.32,0.99,1.92,1.41,1.2,1.04,1.17,0.7,1.1,1.01,1.1
