,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.03,1.08,0.86,0.88,1.19,0.98,0.8,1.17,0.92,0.95,1.08,1.14,1.07,0.82,0.92
f_1,0.97,1.0,1.37,0.87,0.95,0.87,0.81,1.08,1.08,1.01,0.99,1.31,0.93,0.8,0.94,1.03
e_1,0.92,0.73,1.0,1.17,1.05,1.03,1.01,1.09,0.94,1.42,1.11,1.15,1.18,1.08,0.97,1.15
c_1,1.16,1.15,0.86,1.0,1.36,0.94,1.09,1.09,0.76,0.68,0.66,1.08,0.84,1.01,0.94,0.88
b_1,1.14,1.05,0.96,0.73,1.0,1.2,1.17,1.15,1.21,1.09,0.77,0.93,0.79,1.01,0.8,1.11
a_1,0.84,1.14,0.97,1.07,0.83,1.0,1.29,0.91,1.0,0.97,1.17,1.03,,1.06,1.17,1.29
h_1,1.01,1.23,0.99,0.91,0.84,0.75,1.0,1.11,1.04,0.92,1.0,0.85,0.89,1.06,1.08,1.07
g_1,1.26,0.95,0.94,0.93,0.86,1.11,0.9,1.0,0.85,0.96,1.15,1.09,0.95,0.93,1.24,1.02
c_0,0.78,0.93,1.09,1.4,0.91,0.99,0.99,1.17,1.0,1.26,1.52,0.91,1.16,1.03,1.16,1.15
d_0,1.07,0.96,0.68,1.56,0.95,1.0,1.05,1.09,0.8,1.0,1.01,0.93,1.25,1.08,1.0,0.92
b_0,1.02,1.11,0.86,1.42,1.41,0.72,0.98,0.91,0.63,1.03,1.0,0.85,1.21,0.97,1.01,0.84
f_0,0.97,0.8,0.9,0.93,1.08,0.97,1.21,0.9,1.11,0.99,1.08,1.0,0.97,1.09,1.65,0.89
a_0,0.86,0.99,0.86,1.33,1.12,,1.17,1.03,0.89,0.9,0.84,1.01,1.0,1.0,1.04,0.82
h_0,0.91,1.23,0.95,1.02,1.0,0.9,0.92,1.08,1.01,0.95,1.02,0.99,1.02,1.0,0.81,1.0
e_0,1.09,1.1,1.0,1.19,1.24,0.85,0.87,0.77,0.88,1.02,1.04,0.6,0.92,1.31,1.0,0.84
g_0,1.15,1.01,0.85,1.11,0.91,0.76,0.9,1.03,0.94,1.1,1.18,1.1,1.18,1.01,1.17,1.0
