,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.51,1.17,0.65,0.66,0.67,0.52,0.74,0.7,0.79,0.82,0.9,0.5,0.89,0.61,0.54,0.74
e_1,0.74,1.51,0.69,0.86,0.7,0.6,0.92,0.76,1.42,0.88,0.77,0.87,0.88,0.79,0.53,0.86
d_1,0.9,0.73,1.56,0.66,0.67,0.55,0.89,0.72,0.67,1.37,1.02,0.82,0.98,0.83,0.85,0.85
c_1,0.8,0.66,0.74,1.56,1.1,0.57,0.86,0.87,0.76,0.48,0.64,0.72,0.93,0.74,0.73,0.73
b_1,0.79,0.73,0.79,0.72,1.6,1.11,0.83,0.75,0.91,0.89,0.62,0.92,1.06,0.63,0.69,0.82
a_1,0.97,0.81,0.92,0.91,0.55,1.77,1.01,0.9,0.98,0.91,0.98,0.98,1.03,0.66,0.81,0.98
h_1,1.32,0.97,1.07,0.94,0.9,0.63,1.74,1.25,1.07,1.2,1.12,1.09,0.88,0.8,1.02,1.37
g_1,0.88,0.83,1.56,0.98,1.04,0.68,1.1,1.84,0.93,1.08,1.16,1.45,1.08,1.07,1.07,0.92
d_0,1.08,0.84,0.78,1.65,0.98,0.85,1.26,1.1,1.61,0.88,1.01,1.14,1.26,0.97,1.0,1.15
c_0,1.18,1.13,1.02,0.88,0.76,0.74,1.18,1.25,1.23,1.65,1.98,1.1,1.47,1.35,0.89,1.34
b_0,1.03,1.2,1.06,1.14,0.74,0.66,1.19,1.1,1.39,1.12,1.73,1.08,1.27,1.95,0.94,1.22
f_0,0.85,0.84,1.21,1.23,1.03,0.91,1.28,1.1,1.18,1.12,1.14,1.77,1.33,1.26,1.96,1.25
h_0,1.36,1.06,1.15,1.0,0.91,0.83,1.07,1.48,1.12,1.13,1.29,1.26,1.05,0.98,1.07,1.57
a_0,1.24,1.06,1.06,1.12,1.21,0.73,1.49,1.19,1.46,1.12,1.18,1.08,1.53,1.76,1.24,1.33
e_0,1.28,0.81,1.07,1.08,1.25,0.97,1.34,1.28,1.13,1.37,1.29,1.1,1.64,1.07,1.8,1.28
g_0,1.09,1.09,1.47,1.18,0.97,0.8,1.11,1.16,1.19,1.15,1.53,1.65,1.34,1.08,1.27,1.02
