,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.93,2.1,1.83,1.99,1.49,0.46,0.6,0.33,0.35,0.36,0.41,0.24,0.36,1.11,0.24
f_1,1.61,0.17,1.62,1.67,1.67,1.57,0.34,0.55,0.34,0.33,0.31,1.06,0.17,0.33,0.29,0.35
d_1,2.13,1.77,0.16,1.63,1.44,2.1,0.48,0.27,0.31,1.84,0.34,0.3,0.21,0.3,0.37,0.16
c_1,1.29,1.44,2.37,0.14,1.82,1.97,0.49,0.4,1.25,0.2,0.36,0.32,0.24,0.39,0.27,0.21
b_1,1.7,2.08,1.47,0.88,0.13,1.81,0.63,0.62,0.47,0.41,1.28,0.31,0.29,0.26,0.32,0.25
a_1,2.1,2.48,1.58,2.05,0.86,0.1,0.43,0.47,0.29,0.42,0.4,0.24,0.22,,0.37,0.31
h_1,1.0,0.88,1.0,1.16,0.87,0.76,0.07,0.3,0.2,0.19,0.18,0.17,0.35,0.21,0.16,0.18
g_1,0.84,1.46,0.76,1.08,1.11,0.8,0.18,0.06,0.2,0.23,0.17,0.15,0.11,0.2,0.22,0.25
c_0,0.98,1.4,0.45,3.23,1.02,0.8,0.25,0.28,0.07,0.22,0.17,0.19,0.13,0.22,0.2,0.13
d_0,0.51,0.94,2.49,0.87,1.15,1.04,0.29,0.3,0.21,0.07,0.19,0.21,0.19,0.16,0.14,0.13
b_0,0.79,0.87,0.93,1.29,3.03,0.87,0.26,0.29,0.09,0.16,0.07,0.13,0.14,0.17,0.16,0.11
f_0,0.8,3.13,0.87,0.85,0.73,1.11,0.32,0.17,0.18,0.17,0.15,0.06,0.16,0.14,0.17,0.07
h_0,0.97,1.08,0.71,1.07,0.82,0.76,1.04,0.26,0.2,0.21,0.21,0.16,0.38,0.19,0.21,0.16
a_0,0.79,0.86,0.74,0.86,1.95,,0.29,0.39,0.16,0.2,0.09,0.23,0.23,0.05,0.21,0.11
e_0,2.85,0.95,0.78,0.79,0.83,0.81,0.28,0.27,0.17,0.16,0.2,0.1,0.13,0.19,0.04,0.19
g_0,0.88,0.94,1.08,0.84,0.86,0.72,0.25,0.62,0.2,0.2,0.17,0.21,0.1,0.2,0.17,0.44
