,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,0.89,1.04,0.89,0.7,0.51,0.46,0.56,0.39,0.44,0.39,0.36,0.35,0.34,0.31
f_1,1.23,1.0,0.92,0.9,0.83,0.6,0.45,0.42,0.42,0.37,0.36,0.38,0.3,0.29,0.25,0.35
d_1,1.13,1.11,1.0,0.88,0.89,0.71,0.47,0.4,0.45,0.55,0.41,0.43,0.35,0.34,0.33,0.26
c_1,0.97,1.13,1.14,1.0,1.26,0.75,0.54,0.52,0.35,0.42,0.39,0.36,0.37,0.36,0.36,0.32
b_1,1.09,1.2,1.11,0.83,1.0,1.08,0.63,0.56,0.47,0.54,0.5,0.44,0.42,0.4,0.38,0.4
a_1,1.41,1.67,1.38,1.31,0.92,1.0,0.8,0.61,0.63,0.62,0.56,0.61,0.49,0.46,0.46,0.49
h_1,1.99,2.24,2.09,1.82,1.57,1.2,1.0,1.05,0.82,0.81,0.8,0.77,0.72,0.65,0.62,0.68
g_1,2.19,2.38,2.42,1.95,1.75,1.6,0.99,1.0,0.91,0.93,1.04,0.78,0.7,0.74,0.79,0.68
d_0,1.77,2.35,2.17,2.87,2.19,1.66,1.24,1.11,1.0,0.86,0.96,0.88,0.85,0.81,0.84,0.85
c_0,2.5,2.62,1.88,2.33,1.96,1.6,1.22,1.05,1.14,1.0,1.01,1.32,0.92,0.92,0.85,0.77
f_0,2.27,2.85,2.46,2.51,2.17,1.79,1.26,1.02,1.06,0.98,1.0,0.97,0.91,0.89,1.2,0.74
b_0,2.63,2.7,2.31,2.67,2.36,1.62,1.3,1.22,1.07,0.78,1.04,1.0,0.99,1.25,0.88,0.81
h_0,2.82,3.29,2.83,2.71,2.43,2.0,1.39,1.46,1.2,1.1,1.11,0.99,1.0,0.84,0.95,0.95
a_0,2.82,3.33,2.86,2.63,2.69,1.98,1.52,1.27,1.15,1.05,1.08,0.83,1.14,1.0,0.97,0.89
e_0,3.05,3.69,2.97,2.71,2.76,1.93,1.55,1.29,1.26,1.25,0.81,1.16,1.1,1.07,1.0,1.02
g_0,3.17,2.93,3.71,3.19,2.44,2.07,1.48,1.47,1.24,1.29,1.38,1.29,1.02,1.12,0.97,1.0
