,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.08,2.15,2.03,2.69,1.99,2.18,0.48,0.72,0.52,0.44,0.52,0.67,0.29,0.44,0.43,0.31
e_1,1.46,1.08,2.7,2.86,2.69,2.16,0.61,0.81,0.51,0.5,0.53,0.66,0.36,0.52,0.66,0.34
d_1,2.95,3.32,1.09,2.73,2.11,2.22,0.71,0.45,0.85,0.5,0.51,0.49,0.31,0.41,0.42,0.23
c_1,2.52,2.0,3.55,1.09,2.82,2.12,0.76,0.73,0.34,0.76,0.56,0.56,0.35,0.5,0.45,0.38
b_1,3.58,3.16,3.25,1.75,1.11,2.71,0.96,0.85,0.62,0.94,0.93,0.65,0.46,0.65,0.57,0.52
a_1,5.62,5.15,4.46,4.35,2.48,1.12,1.56,1.28,1.15,1.08,1.39,0.89,0.7,1.33,0.85,0.72
h_1,8.81,9.13,9.12,8.24,8.93,8.59,1.5,2.67,2.14,1.79,1.68,1.73,1.5,1.61,1.79,1.33
g_1,11.77,11.8,10.95,11.68,10.46,10.16,2.65,1.58,2.45,2.22,2.06,2.35,1.21,2.0,2.23,1.42
d_0,9.82,7.27,15.22,12.34,14.11,10.55,3.43,3.93,1.78,2.62,2.26,2.4,1.86,2.48,2.61,1.75
c_0,15.76,16.44,7.68,21.26,13.98,11.11,4.85,3.29,4.25,1.79,2.85,2.42,1.92,2.76,2.82,1.69
b_0,14.58,12.98,11.33,21.68,19.34,13.79,4.59,3.76,3.34,1.62,1.73,2.87,2.1,2.45,2.8,1.86
f_0,20.75,15.01,14.43,17.34,15.95,15.48,4.69,2.77,3.72,3.21,3.01,1.78,2.0,2.51,3.07,1.35
h_0,21.61,18.35,17.65,19.61,15.18,15.87,6.01,4.93,4.05,3.55,3.48,3.31,3.43,3.19,3.21,2.43
a_0,20.87,19.22,18.86,21.82,19.07,22.22,5.77,5.26,5.13,3.49,2.38,3.65,2.43,2.11,3.68,2.85
e_0,31.94,25.95,19.99,21.68,19.34,22.22,6.1,4.12,4.44,4.06,4.27,2.14,2.58,3.73,2.13,2.43
g_0,25.69,25.41,21.84,24.96,23.72,22.22,5.81,8.05,6.35,5.11,4.93,4.86,2.67,4.61,4.47,4.72
