,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.21,0.24,0.18,0.21,0.22,0.16,0.45,0.41,1.0,0.39,0.48,0.43,0.6,0.42,0.11,0.37
f_1,0.43,2.24,0.23,0.21,0.18,0.12,0.41,0.34,0.42,0.38,0.1,0.43,0.56,0.28,0.3,0.58
d_1,0.23,0.23,2.37,0.15,0.21,0.18,0.39,0.42,0.16,0.94,0.47,0.47,0.69,0.34,0.38,0.52
c_1,0.2,0.26,0.22,2.48,0.36,0.13,0.37,0.29,0.44,0.08,0.46,0.3,0.61,0.44,0.45,0.58
b_1,0.23,0.26,0.16,0.21,2.56,0.3,0.47,0.39,0.48,0.54,0.48,0.13,0.57,0.32,0.33,0.5
a_1,0.19,0.27,0.21,0.26,0.18,3.17,0.45,0.27,0.43,0.5,0.39,0.44,0.42,0.09,0.25,0.57
h_1,0.38,0.48,0.45,0.39,0.32,0.23,2.75,0.84,0.78,0.8,0.74,0.67,0.34,0.53,0.74,1.11
g_1,0.38,0.36,0.65,0.26,0.26,0.26,0.69,3.06,0.63,0.73,1.44,0.88,0.81,0.76,0.95,0.28
d_0,0.35,0.43,0.15,0.79,0.39,0.26,0.73,0.58,2.15,0.81,0.75,0.73,0.97,0.76,0.67,0.92
c_0,0.48,0.42,0.47,0.13,0.34,0.33,0.79,0.74,0.64,2.32,0.84,1.58,0.97,0.84,0.62,1.03
f_0,0.34,0.17,0.5,0.55,0.33,0.24,0.95,0.67,1.0,0.96,2.5,1.13,0.95,0.84,1.64,1.21
b_0,0.49,0.39,0.47,0.38,0.13,0.28,0.66,0.71,0.87,0.71,0.89,2.6,1.27,1.42,0.78,0.95
h_0,0.39,0.61,0.41,0.44,0.27,0.26,0.22,0.8,0.75,0.66,0.8,0.69,0.39,0.66,0.65,1.04
a_0,0.44,0.39,0.56,0.38,0.34,0.12,0.8,0.77,0.9,0.59,0.75,0.77,1.25,2.68,0.96,0.8
e_0,0.21,0.56,0.37,0.4,0.41,0.31,0.9,0.58,0.89,0.97,0.92,0.74,1.17,0.93,2.77,1.05
g_0,0.36,0.33,0.76,0.45,0.32,0.19,0.75,0.26,0.68,0.64,0.83,0.74,0.92,0.74,0.75,0.26
