,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.9,0.22,0.4,0.18,0.16,0.11,0.17,0.14,0.18,0.18,0.15,0.07,0.19,0.11,0.08,0.12
d_1,0.26,0.9,0.21,0.17,0.16,0.12,0.2,0.17,0.37,0.08,0.23,0.15,0.2,0.13,0.13,0.15
e_1,0.28,0.18,0.9,0.22,0.17,0.11,0.18,0.17,0.19,0.36,0.21,0.16,0.21,0.13,0.07,0.18
c_1,0.23,0.2,0.18,0.89,0.34,0.13,0.16,0.15,0.08,0.19,0.13,0.18,0.2,0.12,0.12,0.18
b_1,0.24,0.25,0.2,0.2,0.88,0.23,0.2,0.13,0.18,0.21,0.06,0.16,0.2,0.12,0.11,0.17
a_1,0.25,0.26,0.21,0.21,0.15,0.88,0.17,0.19,0.19,0.16,0.2,0.18,0.26,0.06,0.12,0.14
h_1,0.4,0.29,0.22,0.27,0.18,0.12,0.59,0.28,0.2,0.19,0.17,0.2,0.18,0.13,0.15,0.26
g_1,0.24,0.44,0.24,0.26,0.18,0.12,0.25,0.58,0.21,0.17,0.19,0.29,0.24,0.17,0.15,0.14
c_0,0.35,0.31,0.26,0.16,0.16,0.17,0.26,0.21,0.46,0.18,0.42,0.18,0.27,0.19,0.15,0.22
d_0,0.32,0.14,0.26,0.49,0.22,0.14,0.23,0.18,0.13,0.44,0.19,0.2,0.24,0.14,0.14,0.18
b_0,0.32,0.26,0.29,0.25,0.16,0.12,0.26,0.23,0.24,0.24,0.44,0.18,0.25,0.34,0.15,0.21
f_0,0.2,0.34,0.23,0.28,0.2,0.15,0.29,0.21,0.25,0.18,0.24,0.44,0.32,0.17,0.33,0.22
h_0,0.41,0.3,0.27,0.24,0.22,0.14,0.15,0.27,0.2,0.2,0.22,0.18,0.18,0.15,0.15,0.27
a_0,0.34,0.28,0.28,0.24,0.21,0.08,0.3,0.18,0.27,0.22,0.23,0.23,0.31,0.4,0.17,0.23
e_0,0.34,0.32,0.15,0.29,0.23,0.15,0.28,0.21,0.24,0.2,0.23,0.22,0.23,0.13,0.43,0.21
g_0,0.26,0.48,0.17,0.21,0.21,0.15,0.26,0.14,0.27,0.17,0.22,0.31,0.25,0.17,0.17,0.13
