,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.91,0.36,0.39,0.26,0.27,0.17,0.26,0.51,0.23,0.18,0.21,0.23,0.2,0.27,0.11,0.23
f_1,0.59,0.91,0.28,0.26,0.26,0.17,0.24,0.3,0.26,0.16,0.23,0.15,0.18,0.23,0.13,0.21
c_1,0.28,0.32,0.9,0.3,0.5,0.18,0.24,0.24,0.17,0.2,0.17,0.23,0.14,0.26,0.16,0.21
d_1,0.33,0.35,0.22,0.91,0.27,0.18,0.31,0.17,0.51,0.24,0.32,0.22,0.22,0.28,0.19,0.19
b_1,0.3,0.32,0.36,0.31,0.9,0.31,0.28,0.27,0.24,0.18,0.15,0.19,0.14,0.26,0.16,0.23
a_1,0.35,0.32,0.33,0.34,0.27,0.88,0.31,0.29,0.24,0.21,0.23,0.23,0.17,0.26,0.19,0.27
h_1,0.33,0.52,0.31,0.35,0.31,0.18,0.62,0.27,0.27,0.29,0.27,0.23,0.23,0.19,0.2,0.29
d_0,0.34,0.38,0.62,0.23,0.34,0.16,0.27,0.53,0.21,0.24,0.19,0.23,0.2,0.29,0.17,0.21
c_0,0.35,0.41,0.28,0.39,0.25,0.19,0.35,0.31,0.52,0.27,0.53,0.33,0.29,0.3,0.17,0.25
g_1,0.33,0.3,0.33,0.52,0.32,0.19,0.27,0.22,0.31,0.6,0.26,0.38,0.21,0.27,0.24,0.16
b_0,0.32,0.36,0.34,0.38,0.25,0.23,0.32,0.32,0.35,0.25,0.52,0.29,0.42,0.3,0.21,0.26
f_0,0.28,0.32,0.34,0.36,0.35,0.22,0.33,0.35,0.31,0.26,0.31,0.5,0.24,0.37,0.39,0.24
a_0,0.35,0.4,0.36,0.34,0.3,0.14,0.34,0.34,0.35,0.25,0.29,0.25,0.44,0.31,0.19,0.25
h_0,0.35,0.48,0.34,0.36,0.29,0.2,0.2,0.31,0.32,0.31,0.28,0.25,0.2,0.25,0.19,0.35
e_0,0.26,0.42,0.3,0.41,0.32,0.16,0.37,0.32,0.37,0.27,0.29,0.24,0.24,0.32,0.4,0.3
g_0,0.32,0.33,0.31,0.54,0.29,0.18,0.32,0.27,0.35,0.16,0.22,0.38,0.19,0.26,0.19,0.22
