,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.72,0.89,1.18,0.9,0.7,0.45,0.52,0.62,0.44,0.39,0.39,0.35,0.32,0.35,0.28
f_1,1.38,1.0,0.97,0.95,0.77,0.7,0.38,0.48,0.41,0.4,0.4,0.37,0.3,0.31,0.3,0.33
d_1,1.12,1.03,1.0,0.86,0.99,0.78,0.46,0.35,0.47,0.57,0.48,0.38,0.36,0.33,0.33,0.24
c_1,0.85,1.05,1.16,1.0,1.32,0.78,0.58,0.48,0.34,0.32,0.43,0.39,0.36,0.44,0.4,0.35
b_1,1.11,1.29,1.01,0.76,1.0,1.19,0.63,0.52,0.47,0.56,0.32,0.46,0.37,0.27,0.42,0.28
a_1,1.43,1.42,1.27,1.29,0.84,1.0,0.79,0.66,0.59,0.63,0.58,0.56,0.56,0.48,0.4,0.51
h_1,2.13,2.7,2.15,1.7,1.55,1.28,1.0,1.06,0.95,0.83,0.71,0.83,0.67,0.63,0.64,0.79
g_1,1.98,2.11,2.85,2.16,1.84,1.57,0.94,1.0,1.0,0.87,0.94,1.24,0.65,0.64,0.58,0.73
d_0,1.68,2.46,2.08,2.89,2.21,1.67,1.03,1.0,1.0,0.88,0.91,0.98,0.77,0.86,0.66,0.56
c_0,2.26,2.67,1.73,3.13,1.75,1.66,1.18,1.13,1.18,1.0,1.28,1.02,0.8,0.9,0.81,0.66
b_0,2.55,2.41,2.03,2.41,3.49,1.75,1.42,1.08,1.09,0.86,1.0,0.95,0.89,1.13,0.81,0.79
f_0,2.42,2.61,2.65,2.5,2.17,1.76,1.23,0.83,1.02,1.0,0.97,1.0,0.8,0.84,1.13,0.64
h_0,2.91,3.44,2.75,2.77,2.81,1.75,1.47,1.59,1.28,1.24,1.13,1.3,1.0,1.11,0.8,1.05
a_0,3.14,3.22,2.85,2.31,3.68,2.07,1.58,1.6,1.21,1.17,0.85,1.23,0.94,1.0,0.95,1.0
e_0,2.92,3.57,3.21,2.56,2.44,2.67,1.53,1.62,1.44,1.15,1.22,0.92,1.24,0.97,1.0,0.88
g_0,3.43,3.15,4.19,2.93,3.31,1.84,1.21,1.38,1.71,1.37,1.22,1.56,0.91,1.03,1.1,1.0
