,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.14,6.29,12.07,11.17,9.14,10.44,3.19,2.41,2.47,3.15,3.35,2.81,1.6,2.25,1.95,7.48
f_1,11.76,1.14,9.94,11.49,9.37,13.75,2.17,2.38,2.15,3.2,1.71,8.43,1.18,2.03,1.65,2.35
d_1,11.61,10.93,1.14,13.06,15.0,8.84,2.98,10.21,1.99,1.89,1.97,1.97,1.7,1.98,1.09,1.53
c_1,10.9,12.96,16.56,1.14,9.51,15.47,3.6,1.4,7.75,3.96,2.71,2.77,1.82,3.28,1.85,2.91
b_1,15.65,18.43,17.02,8.47,1.15,12.38,5.5,3.18,3.77,6.07,17.31,3.24,2.0,3.85,2.02,2.42
a_1,25.62,26.3,24.06,18.27,14.26,1.15,8.0,4.75,6.05,7.98,6.97,4.4,3.39,,3.39,4.01
h_1,26.91,23.27,28.42,27.02,32.44,21.66,1.91,5.26,5.15,8.38,4.3,4.56,11.05,5.29,3.93,3.1
d_0,17.73,31.03,69.4,31.3,38.16,31.51,12.9,2.78,6.83,9.07,7.21,6.41,5.99,6.15,5.43,7.0
c_0,27.1,35.24,17.19,175.61,38.73,38.51,9.19,6.2,2.65,9.19,5.56,6.02,4.31,5.69,5.43,8.66
g_1,34.63,32.7,24.89,45.81,55.21,42.27,7.14,6.55,6.45,1.95,6.52,5.56,4.14,6.46,11.18,6.21
b_0,33.39,43.21,27.98,51.82,162.19,36.87,9.71,6.49,3.48,11.22,2.61,6.32,4.84,5.52,4.45,6.58
f_0,39.37,125.17,39.66,38.08,38.73,44.44,11.37,8.46,8.02,9.07,8.3,2.68,7.84,8.28,3.39,15.67
h_0,55.82,51.86,44.01,58.54,50.88,42.27,39.27,9.51,9.2,15.05,8.54,9.04,17.96,10.3,7.38,12.19
a_0,57.54,64.82,46.27,57.47,70.14,,21.07,11.76,8.73,14.71,6.12,12.65,9.58,2.86,13.18,11.34
g_0,57.54,59.51,51.56,54.5,76.32,61.89,12.17,12.18,12.55,34.84,13.17,10.12,6.07,12.7,,11.34
e_0,187.0,113.44,53.87,61.98,63.29,66.65,15.43,12.62,10.62,16.97,11.43,5.95,10.51,9.29,6.96,3.13
