,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.84,1.31,1.68,1.3,1.16,0.6,0.71,0.53,0.43,0.51,0.52,0.43,0.43,0.73,0.4
f_1,1.35,0.65,1.11,1.33,1.36,1.12,0.46,0.63,0.5,0.48,0.46,0.56,0.28,0.47,0.37,0.39
d_1,1.64,1.57,0.64,1.11,1.21,1.21,0.58,0.41,0.74,0.52,0.45,0.41,0.46,0.43,0.44,0.27
c_1,1.05,1.49,1.61,0.65,1.65,1.01,0.59,0.58,0.29,0.53,0.41,0.42,0.4,0.42,0.38,0.4
b_1,1.55,1.48,1.38,0.85,0.63,1.81,0.57,0.66,0.64,0.67,1.12,0.56,0.47,0.47,0.51,0.46
a_1,1.63,1.9,1.68,1.84,0.86,0.57,0.94,0.82,0.65,0.61,0.82,0.73,0.49,0.86,0.55,0.42
h_1,2.02,2.3,2.21,1.97,2.15,1.6,0.56,1.13,0.76,0.68,0.69,0.76,0.68,0.68,0.66,0.6
g_1,1.96,2.19,2.38,2.17,2.16,1.79,0.72,0.55,0.75,0.8,0.69,0.89,0.5,0.7,0.82,0.66
d_0,1.39,2.02,2.83,2.76,2.2,2.06,1.03,1.19,0.63,0.74,0.86,0.87,0.73,0.8,0.77,0.7
c_0,2.57,2.14,1.44,3.67,2.04,2.3,1.06,0.89,1.09,0.6,0.94,0.87,0.7,0.92,0.84,0.65
b_0,2.11,2.36,2.08,3.16,2.68,1.88,0.99,1.11,0.8,0.57,0.59,0.78,0.69,1.03,0.68,0.66
f_0,2.16,3.82,2.64,2.46,2.01,1.79,1.12,0.67,0.94,0.77,0.78,0.58,0.67,0.78,1.0,0.5
h_0,2.24,3.02,2.22,2.68,2.48,2.14,1.51,1.22,0.84,0.84,0.81,0.83,0.9,0.93,0.89,0.66
a_0,2.72,2.46,2.59,2.65,3.19,3.62,1.19,1.17,1.05,0.87,0.55,0.94,0.65,0.56,0.84,0.73
e_0,3.1,4.38,2.28,3.16,2.75,2.38,1.13,0.89,1.0,0.81,1.04,0.5,0.76,0.99,0.55,0.75
g_0,2.73,2.86,3.27,2.87,2.61,2.67,1.1,1.35,0.96,0.95,0.85,1.0,0.72,0.95,0.93,1.29
