,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10535.18,1232.93,1210.75,3025.69,3146.88,9467.41,1278594.44,3423741.54,4458109.95,8776221.87,6810456.55,16210770.97,48824327.14,41256241.6,16175317.86,101317992.07
f_1,1975.29,11680.19,1455.25,2710.58,2564.28,8019.13,1427412.07,1872393.55,3451077.02,4779484.81,7069741.22,3406249.73,48406182.33,39968581.46,66426891.64,100965907.14
d_1,873.31,1227.52,16151.81,1646.66,3628.31,12548.06,1225893.57,3614082.99,9540091.15,1400775.37,6498950.65,14382631.11,71580383.59,42398088.66,66651596.52,87391640.94
c_1,1000.41,1190.95,1582.73,26973.82,6067.46,9720.53,1086810.37,2527180.32,975017.16,5201268.37,4083452.38,17681996.12,48365129.84,42228535.94,70217699.79,123489662.81
b_1,923.76,1188.63,1783.68,2140.28,39861.0,23129.18,1519033.63,2665790.35,4481762.88,4318288.33,1340169.9,20013499.63,61938537.44,19144114.45,63873550.95,112964788.82
a_1,1230.0,1269.88,1225.51,1982.48,2956.48,205670.02,1666674.21,3094379.86,5982814.94,5026924.89,5840056.62,12853004.18,64001189.45,,72674402.37,135275736.84
h_1,1885.11,2891.43,2538.63,3798.74,4295.93,22518.53,8856824.01,7657418.05,9325254.92,8002540.11,11436777.56,22653419.86,18694132.74,62507759.74,96887556.62,201742949.84
g_1,1458.22,1728.68,4665.23,4578.97,4430.79,21255.3,2079526.04,24838995.72,8195976.8,7678083.38,10018901.28,39606143.95,92912267.51,47174223.58,96840637.7,65093396.23
c_0,2224.53,2182.87,3260.36,1670.96,4258.87,26320.15,2192271.43,4994545.45,23784153.42,9278906.23,25890012.68,31221059.42,90245772.22,78645735.58,131867585.23,190031694.27
d_0,2160.13,2391.93,783.08,7376.12,5214.69,17640.74,2580240.06,4477688.3,7899348.21,25678301.61,15384466.95,35028505.69,90232350.78,67898237.28,124864389.32,184334605.87
b_0,2065.83,2373.03,3156.05,4112.63,2053.23,19364.42,2639643.65,6321988.71,10314751.42,8640929.85,33275858.31,35337019.02,89290303.69,150627334.69,113525667.19,208498511.29
f_0,1578.85,927.12,3398.84,4850.16,6087.54,27286.57,2663712.36,7172587.97,8970878.09,8617419.4,15333562.84,82592762.77,97533133.68,64251004.04,208181649.78,167571108.89
h_0,1838.39,2955.0,3442.78,4109.33,4279.56,19826.61,961250.91,6550870.47,8225353.06,6959057.81,11192449.19,24051779.11,32478695.26,39819758.06,115072979.99,237995798.17
a_0,1826.78,2221.78,3202.62,3612.32,7165.84,,2068310.13,5316601.99,7999719.93,9970627.1,12370518.58,36748977.67,98408016.81,271943271.11,95089778.29,174814415.34
e_0,744.21,2547.13,2739.04,5556.28,6038.65,21288.56,2813115.81,4937866.9,8688753.23,13293555.56,13009772.19,31660792.65,90574389.6,62734146.0,485339815.72,202403084.69
g_0,1766.01,1525.3,4208.88,4804.29,5231.86,18060.06,1891771.3,2926216.04,9616405.41,8482244.19,14589935.15,53626760.89,73077064.34,70019196.42,83074076.46,56698998.98
