,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.44,1.51,1.42,1.75,1.66,1.59,0.35,0.56,0.29,0.34,0.3,0.54,0.18,0.29,0.35,0.26
d_1,1.76,0.43,2.12,1.86,1.54,1.44,0.46,0.32,0.33,0.84,0.39,0.3,0.24,0.37,0.3,0.14
e_1,0.96,1.85,0.43,2.07,1.91,1.83,0.58,0.59,0.41,0.37,0.33,0.46,0.3,0.36,0.89,0.43
c_1,1.9,2.09,1.6,0.4,1.79,1.71,0.47,0.49,0.72,0.2,0.39,0.31,0.28,0.37,0.3,0.29
b_1,2.11,2.14,2.0,0.98,0.38,2.21,0.7,0.61,0.57,0.45,0.7,0.46,0.27,0.43,0.41,0.3
a_1,2.63,2.4,2.49,2.24,1.25,0.32,0.88,0.84,0.47,0.52,0.57,0.54,0.37,1.39,0.51,0.38
h_1,3.15,2.8,2.93,3.33,2.61,2.76,0.31,0.77,0.55,0.58,0.52,0.47,0.61,0.48,0.47,0.36
g_1,3.67,2.85,3.0,3.33,3.71,2.56,0.62,0.3,0.68,0.73,0.54,0.6,0.34,0.77,0.59,0.62
c_0,3.27,1.66,3.19,7.17,3.35,3.35,1.11,0.96,0.36,1.25,0.7,0.68,0.54,0.67,0.73,0.4
d_0,3.24,6.56,1.71,3.15,3.05,3.48,1.08,1.29,0.88,0.37,0.64,0.83,0.53,0.64,0.74,0.61
b_0,3.58,2.75,2.97,4.76,6.79,3.01,1.16,1.07,0.37,0.82,0.35,0.62,0.52,0.66,0.68,0.5
f_0,6.48,3.55,3.54,3.15,3.55,3.14,0.93,0.67,0.76,0.81,0.79,0.34,0.59,0.79,0.65,0.31
h_0,3.9,3.8,3.44,3.86,3.52,2.79,1.37,1.07,0.76,0.84,0.8,0.63,0.79,0.58,0.83,0.53
a_0,4.27,3.86,3.79,3.76,4.54,7.71,1.26,1.04,0.71,0.99,0.43,0.76,0.69,0.32,0.98,0.55
e_0,5.6,3.62,5.61,4.12,4.1,3.6,1.07,1.1,0.87,0.86,0.84,0.41,0.7,0.74,0.29,0.47
g_0,5.02,4.5,3.96,3.79,4.07,4.56,0.88,1.69,0.79,0.99,0.85,0.82,0.49,0.86,0.83,0.93
