,d_1,e_1,f_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,g_0,a_0,e_0
d_1,106.97,39.92,37.63,44.79,75.55,205.19,5307.42,8681.54,19468.39,5936.93,19445.11,29178.73,53559.99,93779.95,66402.66,69716.35
e_1,24.96,108.26,32.3,56.9,72.46,251.79,5868.49,10446.48,12329.56,20149.97,19324.88,30130.41,53499.99,93168.84,76138.61,46019.03
f_1,33.58,54.82,119.56,47.91,51.21,199.69,5468.19,7454.92,9680.34,11815.11,15248.38,14761.51,44756.26,70383.65,65895.57,77743.51
c_1,27.22,28.4,36.82,143.49,98.05,187.43,5689.54,9371.44,5329.36,9620.65,8476.46,20267.67,50503.19,93363.35,72460.02,98337.42
b_1,27.41,27.42,37.68,31.99,199.37,281.37,3531.31,7023.92,8221.2,10026.81,7484.2,21929.76,39879.94,75718.42,41598.4,66250.36
a_1,21.02,19.03,20.83,28.34,32.98,512.31,2531.26,4621.13,6314.67,6313.27,10681.7,17995.11,29871.52,41080.29,,41949.53
h_1,11.12,7.33,14.4,12.26,27.7,57.28,3289.84,4434.3,3971.07,3461.11,4763.29,9523.68,8690.98,35106.99,23511.35,27837.24
g_1,12.95,6.11,9.41,10.37,19.96,53.85,1081.84,5457.86,2191.06,2405.67,4311.79,8758.58,8235.85,10394.77,20121.35,22065.15
c_0,8.15,8.26,11.57,7.43,15.2,50.36,1431.64,3000.94,4799.96,3256.0,7468.96,7015.43,14686.28,25919.55,26704.51,23234.12
d_0,5.75,5.99,11.89,19.16,14.37,47.33,1537.59,2687.24,2520.35,4876.46,3686.23,7888.74,11746.09,22343.91,21020.84,22474.15
b_0,7.98,6.09,9.52,16.04,8.89,35.93,1237.04,2246.75,2285.29,3306.62,6565.09,5812.79,11391.53,19745.24,33315.87,18345.33
f_0,7.54,6.12,5.12,9.79,14.13,36.22,953.55,1632.71,2314.39,2186.13,3676.4,9670.27,9882.54,15864.88,16876.52,25431.21
h_0,5.78,4.97,8.1,7.99,10.95,29.15,575.79,2568.8,1723.07,1882.98,2698.94,4327.87,5167.02,18698.34,9458.29,16565.03
g_0,5.79,4.11,5.47,5.13,8.2,33.95,653.68,1112.6,1516.69,1462.2,2131.61,5620.55,5478.97,8047.16,9864.91,13328.94
a_0,5.22,4.15,5.51,7.13,11.39,,730.88,1346.01,1281.43,1546.26,1784.99,3908.26,8715.01,11255.66,22428.74,12352.33
e_0,5.68,2.1,5.0,5.63,10.88,27.79,730.64,1335.42,1595.7,1627.8,2399.56,3389.51,6525.16,10392.85,11311.04,24703.28
