,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.01,0.05,0.09,0.1,0.1,0.19,0.17,0.22,0.23,0.19,0.19,0.28,0.34,0.37,,0.35
f_1,0.09,0.01,0.08,0.11,0.12,0.16,0.11,0.18,0.25,0.19,0.22,,0.18,0.34,0.32,0.35
d_1,0.07,0.06,0.01,0.05,0.06,0.1,0.17,,0.15,0.2,0.22,0.14,0.2,0.22,0.28,0.16
c_1,0.06,0.05,0.09,0.01,0.09,0.12,0.15,0.09,0.19,,0.17,0.17,0.19,0.28,0.26,0.17
b_1,0.05,0.04,0.05,0.03,0.01,0.08,0.09,0.11,0.1,0.09,,0.13,0.11,0.17,0.17,0.14
a_1,0.01,0.01,0.02,0.01,0.01,,0.04,0.03,0.04,0.04,0.05,0.04,0.05,,,0.06
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
