,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.45,32.83,43.23,30.7,41.76,27.35,5.64,5.96,9.2,5.56,6.98,,4.05,6.35,6.82,4.87
e_1,16.8,0.45,32.87,36.59,33.77,27.03,8.22,6.56,9.82,14.22,6.9,8.15,4.78,7.18,,4.99
c_1,37.0,29.72,0.43,47.69,33.38,30.42,8.31,4.32,9.42,,7.88,5.86,7.17,7.22,7.11,3.92
d_1,31.36,50.67,32.71,0.42,42.09,40.54,8.67,,5.04,9.13,7.77,7.1,3.69,7.11,7.0,3.26
b_1,33.59,35.63,20.46,39.71,0.4,43.49,14.69,6.29,11.55,9.82,,8.33,4.52,11.22,7.37,4.3
a_1,60.77,45.87,34.34,64.26,26.0,0.32,15.05,8.03,,8.74,,9.43,5.92,,,6.5
h_1,18.77,20.63,14.79,15.49,14.25,23.02,0.37,3.25,6.83,4.08,3.37,3.7,,3.56,3.9,2.66
d_0,16.66,8.24,14.22,,12.67,15.81,4.9,0.51,4.65,2.2,3.35,2.87,1.91,2.74,3.37,3.23
g_1,31.54,17.22,26.89,20.07,24.61,,4.23,5.5,0.33,4.41,4.27,3.91,2.33,4.21,3.89,
c_0,22.87,16.59,,7.97,18.56,21.7,4.19,3.64,3.41,0.47,2.17,3.88,2.31,4.82,2.69,2.55
b_0,17.47,17.62,25.09,18.73,,,5.82,2.76,6.01,1.48,0.43,4.79,2.69,3.69,3.06,3.1
f_0,,27.5,16.55,19.41,12.65,17.08,6.15,4.91,3.28,3.94,4.0,0.42,1.95,3.53,3.7,1.58
h_0,11.14,11.39,14.06,10.92,11.18,10.68,,3.38,5.07,2.18,2.28,2.37,,2.4,2.37,1.43
a_0,21.34,28.66,15.6,18.58,30.52,,6.04,4.31,5.04,3.97,2.81,4.02,2.98,0.38,,2.95
e_0,21.17,,26.13,21.35,15.14,,4.43,6.27,5.01,5.26,3.87,2.2,3.74,,0.38,2.75
g_0,14.32,18.86,15.33,14.87,26.65,15.12,2.85,2.56,,3.76,3.91,2.53,1.11,3.12,2.2,
