,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.44,1.46,1.5,1.71,1.72,1.45,0.35,0.61,0.33,0.3,0.38,0.67,0.18,0.3,0.33,0.29
e_1,0.91,0.44,1.91,2.01,1.98,1.77,0.49,0.71,0.4,0.34,0.32,0.5,0.28,0.37,0.72,0.27
d_1,2.07,2.02,0.41,1.94,1.8,1.49,0.47,0.28,0.77,0.32,0.32,0.31,0.24,0.36,0.34,0.17
c_1,2.11,1.57,2.17,0.41,1.56,1.5,0.56,0.49,0.2,0.69,0.38,0.3,0.29,0.4,0.34,0.23
b_1,2.05,2.02,2.12,1.03,0.39,2.26,0.6,0.46,0.41,0.52,0.97,0.4,0.29,0.34,0.36,0.34
a_1,2.77,2.36,2.53,2.41,1.17,0.32,0.89,0.94,0.5,0.53,0.65,0.5,0.36,0.79,0.47,0.4
h_1,3.03,2.58,2.51,2.82,2.99,2.83,0.33,0.74,0.58,0.58,0.61,0.54,0.6,0.51,0.53,0.44
g_1,4.1,3.64,2.98,2.96,2.94,3.12,0.67,0.3,0.67,0.55,0.69,0.59,0.33,0.67,0.58,0.53
d_0,3.31,1.77,5.04,3.23,3.1,3.38,0.98,1.18,0.38,0.75,0.7,0.7,0.57,0.58,0.76,0.53
c_0,3.23,3.25,1.63,6.98,3.87,3.23,0.9,0.97,1.07,0.37,0.65,0.85,0.51,0.73,0.57,0.55
b_0,3.12,3.76,2.22,4.76,6.67,3.22,0.92,0.87,0.88,0.35,0.33,0.66,0.44,0.59,0.65,0.35
f_0,6.97,3.54,3.48,3.87,2.95,3.01,0.95,0.68,0.71,0.85,0.81,0.32,0.46,0.78,0.64,0.31
h_0,3.68,3.87,3.47,4.01,3.38,3.75,1.87,1.18,0.86,0.66,0.93,0.77,0.9,0.66,0.58,0.51
a_0,4.65,4.23,3.58,4.38,5.03,5.5,1.55,1.17,0.92,0.65,0.41,0.73,0.64,0.33,0.71,0.55
e_0,5.89,6.86,3.43,4.02,4.51,4.36,1.1,1.01,0.89,1.02,0.99,0.38,0.53,0.67,0.31,0.49
g_0,5.52,4.27,3.85,5.0,5.23,4.22,0.97,1.8,0.99,0.81,0.92,0.75,0.46,0.76,0.8,0.96
