,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,10407.46,170.72,144.26,223.07,388.07,1675.38,290855.69,737563.61,555759.75,1119736.81,1218238.5,1250198.64,6976663.02,8330489.16,8593135.68,
f_1,298.12,14671.14,251.78,232.78,326.55,1148.34,193820.74,487110.07,452353.37,852767.37,1405057.7,,6378360.89,4460850.43,14222798.57,5630157.61
d_1,148.08,193.37,16976.56,170.32,366.85,1404.26,285130.91,,612923.61,1673988.76,1498567.23,1764851.84,6380608.04,4899914.38,12061637.72,8960224.58
c_1,135.47,185.7,221.02,18179.84,568.15,2022.9,252912.42,508495.39,745599.14,,1100057.37,1621339.93,6277907.26,4967138.82,11353751.97,9617457.7
b_1,132.98,170.33,249.84,232.27,29357.22,3133.66,286326.93,363039.7,601816.94,979823.99,,1723025.44,6072346.34,4100389.76,13458035.38,
a_1,101.82,168.77,195.44,209.22,422.47,212897.11,224602.81,584545.22,,1092222.75,1371120.07,1920679.24,6535513.52,,7858111.86,12237009.07
h_1,463.03,989.08,804.18,469.57,1095.7,7030.01,11850753.62,2018392.35,3751488.89,2156313.52,4487796.23,5245920.57,,24063439.93,90856086.4,39235399.56
d_0,781.34,861.53,,2106.33,1581.5,8689.7,972197.61,15365856.33,2190746.75,4000890.2,9477964.47,7003163.63,35303306.01,27364930.27,50647789.24,64448907.15
g_1,420.69,781.31,1247.95,768.17,1186.97,,754825.07,2296939.07,40759419.88,3487112.44,4924733.62,10804184.79,18878555.32,19457263.53,,33487538.48
c_0,645.43,1212.47,829.67,,1324.4,8404.95,1196655.9,3523968.4,2522569.96,30167687.43,12872394.57,8661229.57,35569230.75,21559324.03,62984732.82,42813872.49
b_0,732.52,906.96,832.97,1318.16,,6813.63,1533369.23,1999738.08,1958863.06,4385210.4,58119746.0,8813045.38,35755201.38,73405313.98,42360650.05,45351577.07
f_0,517.24,,1357.56,1296.16,1522.81,6902.94,1331545.35,2701269.16,4121739.09,4271821.57,5148119.37,60439565.59,36223902.52,34323487.35,72420647.85,
h_0,1379.01,1740.52,1359.31,1706.04,2999.16,7642.78,,3558744.41,6435697.88,5457303.16,14386715.17,7458003.16,,51156776.6,99371447.16,88044987.53
a_0,570.34,892.85,1085.62,664.09,983.4,,1188202.21,2854507.39,4301785.74,4333588.28,7253550.78,9676999.29,39513621.14,341212293.33,,
g_0,746.31,1099.29,2545.97,1836.73,2105.69,10412.91,1406021.62,4329470.6,,7217206.34,11648710.79,17612685.43,51117491.75,,,
e_0,,1094.79,1325.4,1480.54,,8673.35,975944.42,2519032.81,2637374.23,5635789.07,11623015.1,,29364043.94,,,592762262.02
