,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,106.07,80.45,72.15,81.72,82.29,249.46,7598.88,16984.63,16849.38,21701.56,32062.11,30890.58,94806.66,139022.18,92862.21,191555.65
e_1,50.68,106.86,70.42,89.54,90.99,266.79,11031.95,25740.68,15780.2,25920.33,33422.33,54607.26,99029.5,166127.17,114790.06,209553.53
d_1,56.03,44.04,140.57,66.68,78.29,240.27,8367.61,9649.06,27063.11,20160.42,38082.66,49539.31,95161.1,126115.43,136474.59,166041.97
c_1,49.07,45.14,59.63,145.06,125.93,224.13,9068.83,11563.95,11339.25,21354.83,22239.94,42720.83,82768.94,113798.45,134881.32,168524.4
b_1,42.86,40.27,65.05,55.26,164.17,420.86,9556.27,14534.49,14653.99,24773.37,22932.37,43360.87,90249.56,102083.69,103512.31,163848.87
a_1,32.71,27.93,49.97,43.36,46.38,415.57,7888.92,11459.29,10888.56,17429.58,23901.04,36383.05,64775.41,63121.21,101792.96,152743.82
h_1,17.66,11.82,20.81,18.03,18.04,51.14,3932.5,3700.02,4425.25,8057.43,9033.19,11662.79,18642.25,31953.1,36076.44,62582.26
d_0,11.51,10.11,13.18,28.59,19.38,46.54,2325.9,4832.18,2531.59,5086.04,7312.25,10543.5,22161.65,28212.36,30177.92,43213.58
c_0,12.64,12.03,13.88,12.19,17.51,57.69,2213.85,4254.84,5164.46,5516.84,13088.38,9764.55,21574.48,32528.59,33699.28,46368.61
g_1,7.69,8.67,21.36,13.92,14.24,41.27,1585.85,2891.22,2981.4,8240.59,6497.79,13099.19,18550.94,25770.89,30433.01,29498.48
b_0,10.84,10.24,12.38,15.45,9.52,36.08,1635.9,2653.57,2500.52,4641.67,8790.18,8942.97,16447.84,40320.9,29395.61,37192.25
f_0,7.57,6.58,12.5,12.7,13.26,35.76,1574.21,2532.55,2783.82,3625.8,5406.89,12027.62,16343.27,20498.21,42406.32,27566.93
h_0,8.22,7.04,9.82,10.07,10.44,32.37,1045.52,2123.2,2370.62,3786.19,4504.82,6596.63,9222.38,16110.67,15865.43,33294.73
a_0,5.65,5.32,9.05,9.16,9.01,16.95,1097.23,1765.36,2083.68,2940.27,3808.12,6373.8,11331.04,24897.04,15344.98,25290.15
e_0,6.31,4.07,8.71,8.48,11.81,27.42,1104.37,1496.1,2037.36,2449.28,3899.09,4419.82,12851.19,13346.02,26958.82,21484.86
g_0,4.79,4.85,10.93,7.15,9.2,22.35,917.9,1586.4,1659.87,2595.19,3219.57,7578.32,8441.44,14697.92,16374.22,17321.49
