,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.67,1.32,1.88,2.43,2.24,1.94,1.04,0.92,0.88,0.8,0.75,0.88,0.61,0.68,0.6,1.72
f_1,2.59,0.66,1.96,1.97,2.07,1.5,0.72,0.7,0.92,0.66,0.77,1.18,0.52,0.72,0.69,0.58
d_1,2.18,2.02,0.65,2.19,2.02,2.13,0.97,1.74,0.7,0.96,0.74,0.83,0.58,0.7,0.43,0.65
c_1,1.89,2.39,2.49,0.64,2.57,1.61,1.09,0.5,0.96,1.53,0.84,0.66,0.66,0.75,0.65,0.51
b_1,2.31,2.42,2.41,1.27,0.62,2.78,1.23,0.95,0.98,1.26,1.92,0.95,0.64,0.86,0.61,1.05
a_1,2.57,3.6,3.06,3.35,1.36,0.58,0.97,0.95,1.82,0.93,0.82,0.9,0.86,1.45,0.81,0.74
h_1,2.51,3.03,2.7,2.53,2.62,2.68,0.59,0.94,1.33,0.83,0.96,0.87,1.26,0.96,0.96,1.25
d_0,1.95,3.08,5.53,3.03,2.69,2.69,1.46,0.68,1.27,1.15,1.06,1.04,0.97,1.06,0.95,1.1
g_1,3.37,2.97,2.51,3.28,3.09,2.71,1.05,1.25,0.56,1.07,1.09,1.05,0.67,0.94,1.35,1.11
c_0,2.98,3.14,1.85,4.59,2.76,3.11,1.41,1.28,1.29,0.64,1.33,1.22,1.0,0.99,1.19,1.13
b_0,2.87,2.77,3.19,2.97,4.79,3.44,1.28,1.23,1.25,0.66,0.63,1.02,0.79,0.94,0.88,0.99
f_0,2.63,5.89,2.97,3.59,2.79,2.81,1.4,1.11,1.09,0.88,1.13,0.62,0.87,1.01,0.61,1.0
h_0,3.21,3.23,3.6,3.25,3.97,3.16,2.55,1.13,1.58,1.07,1.23,1.15,1.54,0.9,1.06,1.19
a_0,3.82,4.22,3.17,3.4,3.29,,1.74,1.23,1.65,1.19,0.88,1.1,1.21,0.59,1.13,1.27
g_0,3.12,3.71,4.1,3.68,4.58,3.13,1.16,1.29,2.45,0.98,1.22,1.31,0.98,1.15,1.44,1.3
e_0,5.63,5.27,4.14,4.17,2.61,3.4,1.15,1.23,1.53,1.14,1.18,0.77,1.09,1.16,0.84,0.59
