,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,0.9,0.92,0.81,0.75,0.56,0.66,0.64,0.58,0.57,0.6,0.5,0.55,0.45,0.59
e_1,0.8,1.0,0.92,1.16,0.97,0.76,0.78,0.65,0.92,0.67,0.67,0.78,0.68,0.59,0.58,0.66
d_1,1.11,1.08,1.0,0.85,0.96,0.81,0.78,0.56,0.68,0.86,0.65,0.64,0.63,0.63,0.65,0.46
c_1,1.09,0.86,1.18,1.0,1.37,0.77,0.81,0.7,0.45,0.5,0.59,0.59,0.59,0.59,0.57,0.52
b_1,1.22,1.03,1.05,0.73,1.0,1.38,0.73,0.79,0.64,0.75,0.72,0.62,0.64,0.48,0.67,0.57
a_1,1.34,1.3,1.24,1.29,0.73,1.0,0.9,0.72,0.82,0.82,0.79,0.64,0.8,0.62,0.75,0.82
h_1,1.74,1.27,1.29,1.29,1.32,1.14,1.0,1.16,0.82,0.82,0.9,0.78,0.78,0.83,0.69,0.96
g_1,1.46,1.51,1.74,1.48,1.33,1.4,0.85,1.0,0.87,0.89,0.8,1.04,0.71,0.71,0.83,0.72
d_0,1.52,1.07,1.55,2.36,1.53,1.22,1.26,1.16,1.0,0.74,0.97,0.9,0.92,0.89,0.77,0.97
c_0,1.67,1.49,1.17,1.84,1.24,1.33,1.24,1.11,1.31,1.0,1.36,1.08,0.94,1.02,0.89,0.91
b_0,1.7,1.54,1.55,1.8,1.39,1.24,1.12,1.27,1.0,0.76,1.0,0.92,0.97,1.29,0.75,0.9
f_0,1.55,1.37,1.58,1.71,1.58,1.49,1.32,0.98,1.07,0.98,1.07,1.0,1.04,1.01,1.2,0.72
h_0,1.98,1.47,1.57,1.77,1.52,1.23,1.2,1.37,1.06,1.01,1.04,0.95,1.0,0.87,0.94,1.01
a_0,1.77,1.73,1.7,1.68,2.24,1.36,1.13,1.4,1.03,0.91,0.77,1.02,1.14,1.0,0.96,0.93
e_0,2.16,1.65,1.57,1.89,1.37,1.39,1.41,1.28,1.22,1.15,1.25,0.84,1.08,0.97,1.0,1.04
g_0,1.66,1.58,2.11,1.92,1.67,1.21,1.06,1.4,1.07,1.01,1.13,1.37,0.99,1.08,0.99,1.0
