,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.54,1.01,0.85,0.87,0.82,0.47,0.51,0.51,0.39,0.34,0.46,0.31,0.34,0.6,0.31
f_1,0.86,0.42,0.89,0.69,0.85,0.76,0.3,0.37,0.44,0.32,0.36,0.43,0.23,0.35,0.32,0.42
c_1,0.66,0.81,0.38,0.99,0.84,0.79,0.46,0.23,0.48,0.5,0.36,0.36,0.3,0.31,0.34,0.35
d_1,0.86,0.98,0.81,0.38,0.74,0.67,0.46,0.6,0.3,0.39,0.36,0.36,0.33,0.39,0.37,0.2
b_1,0.88,0.83,0.52,0.88,0.36,1.05,0.45,0.34,0.41,0.5,0.58,0.37,0.35,0.42,0.33,0.28
a_1,0.83,0.97,0.74,0.91,0.47,0.31,0.52,0.42,0.57,0.4,0.41,0.34,0.34,0.52,0.37,0.34
h_1,0.66,0.85,0.73,0.66,0.8,0.63,0.24,0.32,0.39,0.31,0.27,0.35,0.39,0.34,0.3,0.29
d_0,0.44,0.75,0.82,0.98,0.81,0.72,0.42,0.25,0.36,0.38,0.35,0.33,0.33,0.33,0.38,0.31
g_1,0.66,0.74,0.62,0.78,0.79,0.61,0.36,0.39,0.23,0.35,0.32,0.37,0.23,0.35,0.33,0.31
c_0,0.74,0.85,1.04,0.45,0.77,0.63,0.39,0.42,0.35,0.24,0.4,0.33,0.32,0.33,0.33,0.29
b_0,0.74,0.79,0.93,0.63,0.98,0.59,0.43,0.34,0.35,0.19,0.23,0.29,0.23,0.39,0.27,0.31
f_0,0.63,1.15,0.75,0.69,0.72,0.77,0.36,0.31,0.29,0.31,0.3,0.22,0.28,0.3,0.36,0.18
h_0,0.73,0.79,0.77,0.63,0.63,0.67,0.47,0.32,0.42,0.29,0.36,0.32,0.34,0.27,0.3,0.26
a_0,0.82,0.7,0.85,0.59,0.9,0.79,0.32,0.35,0.39,0.29,0.2,0.28,0.28,0.2,0.31,0.31
e_0,0.8,0.91,0.78,0.68,0.84,0.78,0.38,0.28,0.31,0.3,0.32,0.18,0.29,0.26,0.19,0.25
g_0,0.7,0.61,0.69,0.81,0.78,0.7,0.34,0.32,0.5,0.31,0.29,0.4,0.23,0.32,0.33,0.32
