,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,9877.94,4661.55,3769.46,8857.82,15487.15,89758.84,5014515.16,25325383.61,15123531.37,14451251.35,26102926.89,56225862.78,143295427.69,180860656.37,298761071.67,227011019.18
f_1,6136.34,11377.09,4220.47,6908.97,15359.96,74095.31,4719985.09,15519436.75,14529942.15,14509606.42,22894728.29,37297189.17,133331161.73,175412174.86,275750433.57,215110640.6
d_1,3530.76,4795.75,11888.23,5676.79,15149.35,75232.19,4839099.28,11237917.17,26337114.43,16225234.79,31612809.97,59330990.22,161996493.48,190173737.84,320248234.5,420704517.85
c_1,3439.06,4456.29,3953.85,22668.75,30332.96,92018.47,4509934.83,14160641.88,7070510.63,11233751.8,18955869.39,51792097.92,137700623.75,146842810.27,269900604.07,350934858.23
b_1,3937.55,4323.13,4069.49,8614.5,60234.32,143497.19,4384686.75,14009054.77,13262337.9,12018720.68,13478767.25,50322842.21,158863168.69,139121852.4,245343378.77,349465153.32
a_1,3516.31,4876.98,4907.96,7949.28,16399.1,450616.39,5096009.05,13271293.27,14483019.37,13624138.47,28391340.82,47927101.01,181964467.06,107022323.14,294171046.55,309921356.37
h_1,4181.41,5980.43,5132.9,8030.69,15663.39,71340.32,10278933.1,13567300.99,14966861.13,19933575.84,30559668.31,62235459.47,126411412.1,171042429.28,401445782.21,406454464.03
d_0,4139.45,4751.21,3167.01,15196.74,19012.73,86613.57,5004345.9,24516463.78,12911121.03,15521555.35,28499002.22,60877501.73,168177108.35,188645213.77,286788028.0,312540676.19
c_0,3989.97,5144.94,5466.01,6837.96,14023.5,78994.72,5608597.36,17060302.31,26562207.49,17608359.67,56198803.47,68884216.63,208724316.24,280295968.15,359298075.05,386204507.61
g_1,3682.04,4083.94,7720.69,7965.66,14821.06,85413.87,4546748.11,13597912.89,19149265.14,36706248.25,28993545.35,78324816.5,173880278.95,202258652.36,277794392.73,415021284.61
b_0,3699.07,5482.85,5107.71,8909.94,12952.53,67248.21,6194991.7,17629499.52,17390356.14,18498932.52,50644351.85,72490666.02,191715385.61,423895171.94,339957807.73,439737805.7
f_0,2795.7,3869.94,5731.6,9424.21,20326.49,94632.59,6209985.42,16421681.37,17305680.64,18194204.81,31000482.04,119076710.57,184106274.21,217572394.86,374939732.61,902232517.78
h_0,4039.62,6126.21,5401.29,8312.75,17583.7,102826.58,3798791.18,15148007.7,16773428.01,21505557.56,27126706.19,55696301.15,136642334.35,184095870.57,426681874.69,359468394.56
a_0,3969.98,5239.08,5393.29,8211.65,18115.26,61502.99,5252280.25,18563929.83,19241914.09,17588348.55,35033915.59,71826300.81,161600508.28,432130024.8,339095776.72,395798918.56
g_0,3686.23,4622.01,7084.21,7589.8,18704.38,99396.14,4795621.6,14074137.49,14624810.72,13238369.48,28516122.85,93678461.65,171208569.61,153207427.25,236569784.9,475849128.62
e_0,2282.19,4991.95,6206.2,9816.3,19127.42,106835.75,6283499.88,14432254.92,16093414.47,16941831.97,31686988.59,66397101.14,185514906.22,198966228.5,353776091.7,797415258.88
