,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.42,4.67,3.51,3.07,3.81,3.89,1.32,1.54,1.46,1.8,1.29,,1.2,1.57,1.55,1.78
e_1,2.16,0.42,4.01,3.69,4.49,4.09,1.94,2.04,1.59,2.2,1.16,1.65,1.05,2.33,,1.41
d_1,3.02,3.88,0.4,4.28,3.23,4.43,1.66,,1.82,1.37,1.57,1.6,1.22,2.01,1.52,0.89
c_1,3.51,3.41,3.3,0.39,4.81,4.52,2.37,0.97,,1.81,1.37,1.55,1.23,1.74,1.57,1.43
b_1,3.32,3.74,3.5,2.2,0.38,3.54,1.64,1.74,2.19,2.27,,1.26,1.38,1.83,1.49,1.35
a_1,3.89,3.31,2.85,3.77,1.9,0.32,3.09,1.97,1.44,2.17,1.57,1.97,1.58,,,1.84
h_1,2.64,1.65,2.28,1.56,1.85,1.31,0.26,0.64,0.74,1.12,0.98,0.79,,0.63,0.7,0.72
d_0,1.54,0.93,,1.79,1.33,1.85,0.93,0.29,0.63,0.89,0.74,0.91,0.68,0.71,0.68,0.63
c_0,1.64,1.67,1.0,,1.42,1.7,0.88,0.98,0.29,0.99,0.82,0.74,0.53,0.63,0.61,0.49
g_1,2.27,1.99,1.75,1.74,1.6,1.48,0.71,0.69,0.93,0.22,0.78,1.3,0.72,0.7,,
b_0,1.88,2.22,1.76,2.12,,1.77,0.76,0.67,0.4,0.99,0.26,0.56,0.5,0.88,0.82,0.54
f_0,,1.71,1.49,1.49,2.73,1.58,1.11,0.69,0.81,0.49,0.73,0.24,0.56,0.46,,0.38
h_0,1.26,1.39,1.29,1.39,1.15,1.12,,0.49,0.62,0.6,0.91,0.51,,0.44,0.44,0.59
a_0,1.57,1.26,1.85,1.55,1.6,,0.96,0.93,0.77,0.8,0.46,0.85,0.81,0.21,,0.48
e_0,1.96,,1.52,1.49,1.95,,0.88,0.76,0.7,,0.75,,0.73,,0.2,
g_0,1.44,1.35,1.59,1.31,1.41,0.88,0.44,0.6,0.66,,0.83,0.59,0.37,0.68,,
