,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,3.35,6.83,7.24,4.97,3.94,2.57,3.15,3.1,2.15,1.88,2.23,1.43,1.88,,1.54
f_1,7.5,0.67,6.26,4.2,5.86,4.59,1.71,2.02,2.57,2.28,2.22,,1.13,1.87,2.14,2.4
c_1,6.13,6.05,0.65,7.19,5.55,5.7,2.73,1.38,3.34,,2.25,2.11,1.59,1.98,2.07,2.14
d_1,5.75,7.59,5.8,0.64,5.63,5.22,2.71,,1.8,2.21,2.21,2.16,1.9,2.12,1.97,1.33
b_1,7.3,7.23,4.43,6.31,0.63,7.63,2.56,2.07,2.14,2.91,,1.98,1.99,2.32,1.92,1.6
a_1,9.45,10.97,5.26,7.32,4.44,0.58,3.56,2.93,3.77,2.46,2.08,2.47,1.85,,,2.19
h_1,5.09,5.92,4.62,4.33,6.17,4.82,0.61,1.7,3.54,1.99,1.21,2.12,,2.02,1.4,1.31
d_0,2.67,4.89,4.74,,5.21,4.58,2.16,0.73,1.59,2.16,2.26,1.47,1.62,1.52,1.6,1.46
g_1,4.99,5.41,4.54,5.27,6.63,3.83,1.79,2.34,0.58,2.6,2.21,2.3,1.59,,1.69,
c_0,4.73,4.62,,3.24,4.68,4.78,2.06,1.71,1.59,0.68,2.22,2.17,1.8,1.6,2.15,1.35
b_0,5.11,5.01,6.36,5.59,,6.97,2.58,2.0,1.73,1.02,0.69,1.51,1.28,2.36,1.65,2.31
f_0,5.09,,5.42,5.76,5.15,5.39,2.44,1.83,2.19,2.06,2.03,0.68,1.22,1.36,2.2,0.81
h_0,5.98,5.21,5.53,4.39,3.47,5.1,,1.4,1.9,1.48,1.72,1.73,,1.37,1.2,0.99
a_0,8.12,6.28,5.88,5.17,7.28,,1.93,2.2,,2.3,1.21,2.24,2.29,0.62,1.94,1.35
e_0,,5.97,5.58,7.1,7.92,,3.42,2.15,3.21,2.36,2.85,1.03,1.65,1.89,0.6,
g_0,4.68,4.38,4.59,7.47,4.98,4.86,2.38,1.91,,1.8,1.32,2.49,1.46,2.31,,
