,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.01,0.07,0.1,0.09,0.11,0.15,0.18,0.23,0.2,0.27,0.26,0.32,0.29,0.28,,0.36
f_1,0.08,0.01,0.08,0.14,0.14,0.18,0.12,0.19,0.23,0.28,0.29,,0.3,0.21,0.33,0.34
d_1,0.08,0.07,0.01,0.09,0.09,0.18,0.17,0.15,0.22,,0.21,0.25,0.23,0.24,0.37,0.28
c_1,0.05,0.04,0.06,0.01,0.07,0.07,0.09,0.09,,0.07,0.14,0.15,0.15,0.14,0.24,0.21
b_1,0.03,0.03,0.03,0.03,,0.08,0.09,0.09,0.09,0.08,,0.11,0.17,0.11,0.16,0.15
a_1,0.01,0.01,0.01,0.02,0.01,,0.03,0.03,0.03,0.03,0.04,0.03,,0.06,,0.06
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
