,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,114.69,31.71,40.79,46.42,68.39,167.48,5464.85,8539.89,21582.98,16953.76,17950.7,21416.99,50635.81,30308.54,98492.17,76008.27
f_1,57.12,122.56,37.58,37.09,52.96,150.05,5797.86,7803.18,11740.65,14957.58,8309.89,21833.0,57499.04,52895.82,64716.05,72157.04
d_1,32.54,43.87,130.76,34.08,51.3,159.32,5397.35,6507.6,8511.17,22759.71,15855.53,24881.02,50844.76,62210.2,91567.79,78890.84
c_1,27.79,40.11,40.16,131.36,82.5,202.54,4705.37,7520.16,12155.2,4481.74,16650.24,16247.88,50296.83,54150.31,82506.4,69102.61
b_1,29.04,37.1,39.73,31.76,171.93,250.55,4304.38,7704.28,11369.43,12614.88,11248.57,7997.65,57294.75,49554.87,63343.36,58765.98
a_1,21.97,23.78,25.35,22.01,28.3,456.76,3558.21,5441.93,7727.62,9403.72,10512.7,12116.8,28802.26,31917.15,53497.29,28551.7
h_1,11.13,14.4,13.07,13.55,16.07,58.28,3474.96,2740.07,3848.5,4209.48,4795.44,6198.59,7440.93,13094.41,32141.0,19330.37
g_1,7.58,8.72,16.09,12.99,14.16,36.58,1610.36,4952.51,3136.99,3311.01,5968.02,5753.88,13533.67,15559.31,15850.55,17995.16
d_0,7.41,10.05,4.02,16.83,13.98,39.43,1393.74,2243.42,5252.32,3064.99,5067.5,4084.29,12154.36,13544.56,20106.64,13055.94
c_0,8.2,9.37,10.31,7.64,12.4,38.54,1483.93,2601.06,3174.57,5734.61,5323.59,8948.57,12704.41,15348.06,21595.88,20665.29
f_0,7.26,4.8,10.55,11.36,15.57,40.94,1276.72,1757.76,2760.18,2984.27,6681.1,4303.11,10530.84,27210.84,16718.8,16122.1
b_0,8.2,7.66,7.8,10.56,8.11,40.52,1169.05,2003.15,3067.2,2231.32,4420.06,7844.25,12593.72,12081.82,20433.9,26208.42
h_0,6.37,7.77,7.06,7.44,7.29,27.65,622.91,1792.88,1980.73,2094.78,2932.07,3143.27,6322.08,8641.56,19807.94,10825.63
e_0,2.74,6.43,6.02,7.94,8.79,28.25,1088.96,1514.05,2292.87,2347.53,1868.51,2988.12,8878.33,18729.49,11814.74,11065.0
g_0,3.89,5.87,7.54,5.87,7.43,28.64,786.33,840.4,1577.04,1991.85,3256.05,2275.52,5630.05,8358.63,9021.24,8730.62
a_0,4.41,6.0,6.19,6.52,5.67,20.88,1011.07,1381.21,1812.07,2024.19,2386.96,2775.74,8595.94,9307.14,13889.36,20950.12
