,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.42,0.86,0.7,0.83,0.82,0.71,0.34,0.41,0.47,0.35,0.34,0.5,0.26,0.38,0.34,0.36
e_1,0.56,0.41,0.82,0.91,0.85,0.77,0.44,0.5,0.45,0.35,0.37,0.47,0.33,0.33,0.38,0.6
d_1,0.85,0.86,0.4,0.75,0.86,0.76,0.39,0.6,0.3,0.44,0.33,0.34,0.27,0.35,0.23,0.36
c_1,0.81,0.71,1.02,0.39,0.88,0.71,0.4,0.22,0.49,0.41,0.33,0.35,0.32,0.35,0.26,0.3
b_1,0.87,0.84,0.81,0.52,0.37,1.16,0.49,0.36,0.45,0.44,0.52,0.35,0.29,0.34,0.36,0.33
a_1,1.05,0.82,0.87,0.89,0.43,0.3,0.62,0.37,0.62,0.34,0.5,0.37,0.39,0.51,0.31,0.36
h_1,0.82,0.72,0.74,0.77,0.63,0.52,0.24,0.3,0.45,0.34,0.33,0.31,0.36,0.28,0.28,0.31
d_0,0.71,0.42,0.92,0.97,0.74,0.71,0.47,0.25,0.41,0.31,0.37,0.31,0.28,0.33,0.31,0.35
g_1,0.74,0.69,0.74,0.72,0.72,0.62,0.31,0.36,0.22,0.34,0.34,0.36,0.25,0.34,0.34,0.3
c_0,0.74,0.76,0.45,1.1,0.74,0.81,0.47,0.39,0.35,0.24,0.39,0.33,0.3,0.35,0.29,0.36
b_0,0.71,0.69,0.65,1.0,0.96,0.63,0.39,0.35,0.41,0.2,0.24,0.28,0.29,0.38,0.25,0.3
f_0,1.1,0.59,0.72,0.69,0.75,0.8,0.43,0.32,0.26,0.29,0.35,0.23,0.3,0.36,0.19,0.37
h_0,0.75,0.64,0.71,0.72,0.83,0.6,0.45,0.36,0.35,0.29,0.29,0.29,0.36,0.3,0.31,0.24
a_0,0.68,0.75,0.64,0.74,0.97,0.83,0.48,0.39,0.35,0.28,0.2,0.33,0.27,0.21,0.3,0.33
g_0,0.7,0.62,0.78,0.73,0.71,0.76,0.31,0.32,0.47,0.31,0.32,0.38,0.21,0.26,0.32,0.28
e_0,0.91,0.74,0.62,0.84,0.7,0.77,0.38,0.28,0.41,0.31,0.32,0.17,0.3,0.35,0.24,0.19
