,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.94,0.66,0.4,0.43,0.34,0.26,0.19,0.26,0.24,0.17,0.21,0.12,0.22,0.17,0.11,0.17
e_1,0.42,0.94,0.39,0.46,0.39,0.27,0.29,0.42,0.23,0.22,0.22,0.22,0.22,0.2,0.12,0.19
d_1,0.52,0.4,0.94,0.41,0.39,0.29,0.25,0.17,0.46,0.2,0.28,0.23,0.24,0.17,0.18,0.17
c_1,0.47,0.43,0.38,0.94,0.64,0.26,0.28,0.22,0.18,0.2,0.18,0.21,0.22,0.15,0.18,0.18
b_1,0.44,0.4,0.44,0.35,0.94,0.55,0.31,0.3,0.27,0.26,0.18,0.22,0.26,0.15,0.15,0.19
a_1,0.53,0.45,0.53,0.43,0.4,0.93,0.42,0.36,0.31,0.28,0.32,0.29,0.29,0.13,0.23,0.29
h_1,0.98,0.65,0.75,0.61,0.53,0.33,0.75,0.41,0.44,0.44,0.39,0.31,0.27,0.27,0.27,0.39
d_0,0.76,0.67,0.59,1.15,0.65,0.4,0.51,0.66,0.28,0.34,0.36,0.37,0.41,0.27,0.28,0.33
c_0,0.88,0.82,0.6,0.51,0.58,0.52,0.48,0.56,0.66,0.37,0.68,0.34,0.4,0.33,0.3,0.37
g_1,0.64,0.71,1.06,0.72,0.59,0.42,0.42,0.46,0.4,0.73,0.4,0.55,0.41,0.3,0.32,0.29
b_0,0.97,0.91,0.71,0.85,0.4,0.42,0.43,0.47,0.41,0.43,0.66,0.4,0.41,0.53,0.36,0.39
f_0,0.7,0.65,0.85,0.81,0.75,0.47,0.52,0.48,0.53,0.37,0.46,0.65,0.48,0.32,0.6,0.31
h_0,1.05,0.88,0.81,0.74,0.72,0.54,0.41,0.54,0.54,0.49,0.46,0.39,0.31,0.28,0.28,0.48
a_0,0.89,0.79,0.95,0.94,0.73,0.33,0.54,0.54,0.58,0.45,0.48,0.49,0.53,0.6,0.28,0.46
e_0,1.06,0.62,0.93,0.9,0.91,0.55,0.61,0.47,0.6,0.41,0.49,0.35,0.61,0.34,0.63,0.38
g_0,0.83,0.86,1.18,0.79,0.81,0.5,0.52,0.51,0.5,0.35,0.44,0.65,0.4,0.37,0.38,0.32
