,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.14,5.58,12.19,12.43,15.14,8.8,3.24,2.34,2.89,2.55,2.23,2.63,1.48,1.97,8.04,1.66
f_1,11.51,1.14,10.8,11.21,13.74,10.29,2.13,2.62,3.9,1.93,2.12,10.36,1.47,1.73,1.99,1.77
c_1,9.2,13.87,1.14,13.15,10.96,15.99,3.2,1.26,3.72,10.02,2.22,2.4,1.51,2.74,1.98,1.78
d_1,16.35,12.99,13.6,1.14,12.14,14.44,4.29,13.39,2.0,2.24,2.08,2.2,1.47,2.88,2.28,1.01
b_1,14.79,18.61,7.64,13.77,1.14,13.63,4.15,2.97,4.55,3.63,19.47,3.1,2.64,3.98,3.38,2.66
a_1,25.19,16.5,25.86,31.02,9.81,1.15,7.15,5.34,8.02,4.38,5.46,4.77,3.11,,3.69,2.89
h_1,27.61,35.52,23.07,30.43,32.74,21.99,1.91,6.76,10.87,5.37,6.15,5.38,12.82,6.33,6.58,4.38
d_0,16.07,38.25,41.13,122.88,35.2,32.8,9.3,2.56,14.65,6.18,7.49,5.23,4.9,6.66,6.46,6.23
g_1,37.28,41.94,34.48,28.27,33.52,35.18,7.08,7.51,1.9,7.43,8.23,5.97,3.54,7.42,6.14,19.06
c_0,31.59,44.06,113.8,15.9,31.64,35.83,12.87,9.62,10.37,2.72,8.23,6.38,5.38,4.95,11.31,7.2
b_0,34.2,35.16,55.06,25.98,93.87,37.94,11.52,8.13,12.25,3.8,2.61,7.32,5.89,6.66,9.28,7.53
f_0,35.17,128.93,35.56,36.72,36.57,56.91,9.9,8.43,7.25,7.34,7.58,2.57,5.89,7.28,7.87,3.24
h_0,50.38,51.96,54.19,46.99,55.22,43.98,42.89,13.94,12.04,10.17,10.25,9.98,21.8,10.72,9.53,8.31
a_0,51.07,69.62,53.34,44.38,76.11,,14.04,12.42,25.92,8.26,6.02,10.36,7.27,2.74,11.31,7.36
e_0,133.14,99.46,58.86,57.05,61.22,49.62,16.08,10.04,12.04,9.72,12.17,5.72,9.69,9.65,2.66,7.04
g_0,66.57,71.04,100.41,60.28,53.13,71.67,17.55,13.94,,13.22,15.37,12.2,6.81,18.38,15.74,21.6
