,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.64,0.72,1.01,1.12,0.93,0.81,0.49,0.47,0.35,0.42,0.36,0.38,0.36,0.28,0.4,0.3
f_1,0.98,0.64,0.88,1.09,0.82,0.84,0.37,0.47,0.34,0.38,0.35,0.36,0.33,0.23,0.29,0.29
d_1,1.14,1.08,0.64,0.88,0.94,0.78,0.42,0.32,0.4,0.46,0.36,0.34,0.34,0.26,0.28,0.21
c_1,0.81,0.92,1.18,0.64,1.19,0.81,0.42,0.41,0.39,0.23,0.33,0.37,0.28,0.3,0.35,0.29
b_1,1.03,1.17,1.03,0.67,0.63,1.16,0.5,0.44,0.45,0.34,0.51,0.38,0.35,0.29,0.33,0.29
a_1,1.32,1.21,1.26,1.18,0.74,0.57,0.57,0.57,0.47,0.49,0.55,0.42,0.55,0.41,0.35,0.37
h_1,1.43,1.68,1.43,1.47,1.49,1.31,0.54,0.64,0.54,0.56,0.56,0.53,0.51,0.5,0.47,0.49
g_1,1.52,1.64,1.86,1.79,1.78,1.54,0.7,0.51,0.61,0.62,0.66,0.7,0.58,0.41,0.61,0.57
c_0,1.95,1.88,1.24,2.15,1.61,1.74,0.82,0.8,0.53,0.86,0.68,0.64,0.66,0.52,0.59,0.46
d_0,1.23,1.62,1.97,2.2,1.94,1.6,0.91,0.9,0.63,0.55,0.65,0.66,0.52,0.48,0.62,0.58
b_0,1.85,1.86,1.54,2.41,1.64,1.45,0.75,0.76,0.47,0.74,0.52,0.65,0.73,0.58,0.59,0.53
f_0,1.85,2.32,1.83,1.84,1.84,1.68,0.84,0.56,0.64,0.66,0.62,0.53,0.59,0.58,0.67,0.38
a_0,1.81,1.81,1.89,2.77,2.12,2.07,1.01,0.94,0.62,0.82,0.46,0.82,0.51,0.62,0.68,0.7
h_0,2.02,2.14,2.12,2.04,2.1,1.61,1.06,1.01,0.73,0.81,0.72,0.7,0.66,0.67,0.62,0.58
e_0,2.34,2.5,2.15,2.02,2.01,2.07,1.18,0.82,0.8,0.79,0.83,0.5,0.72,0.62,0.51,0.54
g_0,2.25,2.47,2.24,2.07,2.17,1.74,0.81,0.92,0.8,0.8,0.79,0.83,0.66,0.53,0.75,0.66
