,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.33,0.93,1.03,0.95,0.8,0.83,1.02,0.88,0.97,0.93,0.81,0.83,0.95,0.77,1.09
e_1,0.77,1.0,0.99,1.25,0.99,1.02,1.06,1.12,0.91,1.38,1.11,1.22,1.13,1.02,1.05,1.08
d_1,1.06,0.99,1.0,0.86,1.02,0.91,1.01,0.89,1.27,1.04,1.02,1.04,1.0,1.11,1.04,0.9
c_1,0.96,0.78,1.17,1.0,1.41,0.89,1.06,1.03,0.91,0.73,0.8,1.01,0.93,0.99,0.95,0.95
b_1,1.06,1.02,0.98,0.7,1.0,1.65,1.07,0.98,1.06,0.95,0.99,0.98,1.01,0.87,1.14,0.99
a_1,1.24,0.98,1.09,1.12,0.63,1.0,1.06,1.06,1.07,1.09,1.24,1.01,1.3,1.0,1.13,0.89
h_1,1.2,1.01,0.95,0.95,0.95,0.9,1.0,1.05,0.95,0.99,0.95,0.91,1.02,0.88,0.89,1.2
g_1,0.98,0.89,1.12,0.97,1.03,0.96,0.95,1.0,1.02,0.82,1.06,1.18,0.93,1.0,0.98,0.99
c_0,1.14,1.06,0.79,1.09,0.88,0.91,1.03,0.97,1.0,1.3,1.3,0.96,1.05,1.11,1.01,1.02
d_0,1.02,0.74,0.96,1.38,1.02,0.92,1.01,1.25,0.76,1.0,1.02,0.99,1.1,1.01,1.04,1.13
b_0,1.11,0.86,0.95,1.27,1.01,0.8,1.04,0.92,0.77,0.89,1.0,0.88,1.07,1.33,1.06,1.03
f_0,1.23,0.84,0.98,1.02,1.01,0.94,1.13,0.81,1.07,1.02,1.1,1.0,1.03,1.06,1.37,0.85
h_0,1.17,0.89,0.99,1.09,0.99,0.77,0.94,1.07,0.96,0.9,0.89,0.95,0.99,0.91,1.03,1.15
a_0,1.07,0.94,0.91,1.07,1.12,1.1,1.14,0.99,0.89,0.96,0.75,0.96,1.06,1.0,1.06,1.15
e_0,1.31,0.96,0.96,1.07,0.86,0.86,1.16,1.02,1.0,0.93,0.94,0.72,0.95,0.96,1.0,0.98
g_0,0.91,0.9,1.1,1.07,1.04,1.11,0.84,1.0,0.98,0.85,0.97,1.17,0.84,0.84,1.02,1.0
