,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,5.96,2.89,2.49,3.49,3.02,2.64,10.09,10.31,19.86,12.77,13.3,13.13,19.52,14.31,12.15,20.63
f_1,4.41,6.01,2.76,2.67,2.5,2.54,9.94,9.67,12.53,11.43,10.02,13.48,19.22,14.15,9.78,17.34
d_1,2.7,3.2,6.98,2.28,2.72,3.05,10.97,10.56,9.01,23.23,13.08,16.27,20.78,16.12,16.31,20.38
c_1,2.54,2.8,2.84,7.09,4.71,2.95,10.29,9.71,11.83,9.48,11.4,9.19,19.82,12.4,13.08,19.74
b_1,2.65,2.75,2.47,2.97,7.68,5.23,9.52,10.04,11.92,12.47,13.29,11.48,20.91,11.93,14.53,18.67
a_1,2.71,2.95,2.88,2.87,2.87,10.87,10.56,10.6,14.33,13.78,14.27,15.44,24.22,13.27,13.49,20.88
h_1,2.93,3.64,3.41,2.56,2.9,2.93,17.94,13.88,11.22,14.54,14.61,14.39,17.43,16.18,17.45,26.47
g_1,2.62,2.83,4.44,3.3,2.77,2.88,9.34,21.88,10.55,15.55,20.71,14.31,21.52,16.28,19.97,20.54
d_0,2.92,2.91,2.43,5.33,3.32,2.7,9.72,10.55,19.76,10.17,13.63,13.57,19.1,14.63,15.63,23.54
c_0,3.05,3.35,3.07,2.49,2.31,3.73,11.93,12.08,13.13,21.17,15.06,28.27,22.33,22.05,20.77,27.07
f_0,2.59,2.65,3.37,3.33,3.0,3.09,11.57,13.42,13.33,14.45,22.96,17.0,23.2,16.02,33.49,22.69
b_0,3.14,3.35,3.23,3.31,2.36,2.63,11.12,11.74,12.65,13.71,16.79,22.85,22.27,30.66,17.88,27.59
h_0,2.96,3.95,3.15,3.11,2.99,2.79,9.36,14.09,10.93,13.65,14.9,14.04,17.51,13.88,17.33,28.46
a_0,3.01,3.59,3.28,2.86,3.41,2.0,12.16,11.0,12.45,14.0,16.78,14.32,26.89,29.57,17.8,27.22
e_0,2.58,3.05,3.36,3.37,3.29,3.37,11.15,12.64,11.54,14.66,14.74,14.9,22.95,16.43,30.85,25.56
g_0,2.75,2.73,4.4,2.96,2.9,3.24,12.39,10.83,11.41,15.01,20.35,13.8,22.74,14.37,19.75,18.82
