,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.28,1.08,0.92,0.68,0.78,0.44,0.39,0.4,0.36,0.38,,0.26,0.3,0.22,0.31
e_1,0.78,1.0,0.76,0.94,0.85,0.77,0.47,0.39,0.39,0.56,0.35,0.37,0.36,0.38,,0.32
d_1,0.92,1.32,1.0,0.97,0.91,0.93,0.57,0.38,0.57,,0.35,0.42,0.31,0.34,0.29,0.28
c_1,1.09,1.06,1.03,1.0,1.19,0.86,0.59,0.47,,0.34,0.48,0.42,0.4,0.27,0.43,0.28
b_1,1.46,1.18,1.1,0.84,1.0,0.88,0.5,0.48,0.54,0.42,,0.5,0.36,0.37,,0.32
a_1,1.28,1.3,1.07,1.17,1.14,1.0,0.82,0.69,0.73,0.74,0.66,0.41,0.43,,,0.47
h_1,2.27,2.12,1.74,1.69,2.02,1.22,1.0,1.43,0.8,0.78,0.9,0.73,,0.77,0.6,0.81
g_1,2.55,2.58,2.6,2.12,2.1,1.46,0.7,1.0,1.22,0.98,0.98,1.25,0.66,0.87,0.49,
c_0,2.51,2.53,1.74,,1.85,1.37,1.25,0.82,1.0,1.16,1.26,1.09,0.77,0.62,0.75,0.85
d_0,2.75,1.78,,2.92,2.41,1.35,1.28,1.02,0.86,1.0,0.85,0.77,1.11,0.69,0.62,0.75
b_0,2.66,2.87,2.82,2.08,,1.51,1.11,1.02,0.79,1.18,1.0,0.92,0.89,1.3,0.87,0.6
f_0,,2.71,2.41,2.36,2.01,2.46,1.37,0.8,0.92,1.3,1.09,1.0,1.26,,1.33,0.8
h_0,3.84,2.74,3.28,2.48,2.81,2.33,,1.5,1.3,0.9,1.13,0.79,,0.86,1.04,0.79
a_0,3.32,2.66,2.98,3.7,2.69,,1.3,1.16,1.61,1.44,0.77,,1.16,1.0,,1.01
e_0,4.45,,3.45,2.34,,,1.67,2.05,1.33,1.61,1.15,0.75,0.96,,1.0,
g_0,3.21,3.13,3.56,3.59,3.1,2.13,1.23,,1.18,1.33,1.67,1.25,1.27,0.99,,
