,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,1.13,1.3,1.39,2.76,16.18,27.26,26.05,39.93,40.16,50.21,70.01,110.27,85.49,130.75
e_1,0.79,1.0,1.25,1.41,1.5,3.09,23.45,36.33,25.86,41.57,41.24,64.13,76.85,128.05,127.19,131.63
d_1,0.88,0.79,1.0,1.05,1.1,2.2,15.43,20.32,31.83,24.41,40.09,45.43,63.55,83.76,88.94,81.08
c_1,0.78,0.71,0.94,1.0,1.51,2.27,17.26,14.73,22.18,29.37,27.46,41.78,60.67,77.24,87.99,99.9
b_1,0.72,0.67,0.91,0.66,1.0,3.02,17.64,20.14,21.55,32.8,36.35,40.03,61.21,74.19,69.8,89.16
a_1,0.36,0.32,0.46,0.44,0.33,1.0,10.03,11.36,9.87,15.92,18.27,23.32,29.26,44.32,46.41,52.75
h_1,0.06,0.04,0.07,0.06,0.06,0.11,1.0,1.16,1.34,2.24,2.24,2.52,3.59,4.99,5.29,6.88
d_0,0.03,0.03,0.05,0.07,0.05,0.09,0.81,1.0,0.8,1.36,1.65,2.06,2.98,3.81,4.31,4.77
c_0,0.04,0.04,0.03,0.04,0.05,0.1,0.77,1.37,1.0,1.45,2.33,1.8,2.72,4.12,4.06,4.67
g_1,0.02,0.02,0.04,0.03,0.03,0.06,0.45,0.7,0.69,1.0,1.16,1.82,1.89,2.7,3.28,2.95
b_0,0.03,0.02,0.03,0.04,0.03,0.05,0.45,0.61,0.45,0.94,1.0,1.26,1.74,3.19,2.78,3.13
f_0,0.02,0.02,0.02,0.02,0.02,0.04,0.39,0.5,0.52,0.56,0.74,1.0,1.44,1.71,3.08,1.71
h_0,0.01,0.01,0.02,0.02,0.02,0.03,0.28,0.35,0.36,0.53,0.59,0.72,1.0,1.31,1.25,1.97
a_0,0.01,0.01,0.01,0.01,0.01,0.02,0.2,0.25,0.27,0.36,0.32,0.55,0.76,1.0,1.07,1.24
e_0,0.01,0.01,0.01,0.01,0.02,0.02,0.19,0.22,0.24,0.3,0.38,0.33,0.82,0.89,1.0,1.07
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.14,0.21,0.21,0.35,0.33,0.56,0.51,0.86,1.01,1.0
