,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.91,1.11,1.37,1.79,3.7,16.18,22.14,30.05,49.42,41.87,55.52,64.7,78.19,,120.11
f_1,1.1,1.0,1.03,1.77,2.34,4.15,12.51,19.64,34.54,37.67,47.0,,71.44,69.47,86.88,125.31
d_1,0.9,0.97,1.0,1.22,1.67,4.0,16.55,18.31,38.49,,38.23,50.86,59.47,72.74,99.94,112.27
c_1,0.73,0.56,0.82,1.0,1.68,2.04,9.97,13.06,,17.63,29.83,35.84,37.7,54.9,76.87,91.4
b_1,0.56,0.43,0.6,0.6,1.0,3.1,9.92,12.87,16.5,16.21,,28.13,43.65,48.34,53.28,78.91
a_1,0.27,0.24,0.25,0.49,0.32,1.0,5.53,4.97,9.52,9.12,12.46,11.06,,29.38,,39.3
h_1,0.06,0.08,0.06,0.1,0.1,0.18,1.0,1.84,1.9,2.19,2.65,2.79,4.41,,5.73,7.39
g_1,0.05,0.05,0.05,0.08,0.08,0.2,0.54,1.0,1.28,1.33,1.39,3.51,2.83,3.65,4.92,
c_0,0.03,0.03,0.03,,0.06,0.11,0.53,0.78,1.0,0.99,1.96,1.88,2.06,2.83,3.74,4.03
d_0,0.02,0.03,,0.06,0.06,0.11,0.46,0.75,1.01,1.0,1.36,1.65,2.58,2.69,3.14,4.74
b_0,0.02,0.02,0.03,0.03,,0.08,0.38,0.72,0.51,0.74,1.0,1.2,3.16,2.58,2.85,3.66
f_0,0.02,,0.02,0.03,0.04,0.09,0.36,0.28,0.53,0.6,0.83,1.0,1.34,2.41,,2.25
a_0,0.02,0.01,0.02,0.03,0.02,,0.23,0.35,0.48,0.39,0.32,0.75,1.0,1.03,,1.59
h_0,0.01,0.01,0.01,0.02,0.02,0.03,,0.27,0.35,0.37,0.39,0.41,0.97,,0.9,2.17
e_0,,0.01,0.01,0.01,0.02,,0.17,0.2,0.27,0.32,0.35,,,1.11,1.0,1.25
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.14,,0.25,0.21,0.27,0.44,0.63,0.46,0.8,
