,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.43,1.04,1.03,1.25,1.16,1.04,0.23,0.41,0.24,0.21,0.23,0.3,0.13,0.25,0.25,0.19
e_1,0.74,0.42,1.25,1.32,1.37,1.12,0.38,0.34,0.25,0.24,0.27,0.31,0.19,0.25,0.41,0.19
d_1,1.35,1.28,0.41,1.2,1.26,1.04,0.33,0.23,0.41,0.22,0.23,0.24,0.15,0.22,0.2,0.1
c_1,1.32,1.02,1.69,0.39,1.15,1.26,0.34,0.36,0.15,0.32,0.26,0.26,0.18,0.25,0.21,0.18
b_1,1.61,1.56,1.51,0.67,0.37,1.41,0.44,0.38,0.3,0.35,0.4,0.28,0.22,0.23,0.24,0.22
a_1,1.83,1.69,1.61,1.43,0.76,0.33,0.56,0.53,0.37,0.37,0.47,0.29,0.25,0.67,0.28,0.23
h_1,2.11,2.01,1.91,2.37,2.21,1.82,0.31,0.59,0.5,0.37,0.44,0.44,0.43,0.38,0.43,0.31
g_1,2.57,2.32,2.49,2.62,2.77,1.83,0.52,0.28,0.54,0.44,0.45,0.49,0.29,0.41,0.39,0.46
d_0,2.4,1.42,3.74,2.65,2.56,2.27,0.72,0.76,0.33,0.5,0.55,0.51,0.42,0.55,0.46,0.43
c_0,2.96,2.67,1.39,3.53,2.34,2.36,0.75,0.65,0.87,0.35,0.53,0.4,0.35,0.43,0.43,0.31
b_0,2.85,2.38,2.15,3.35,3.15,2.42,0.63,0.64,0.67,0.29,0.31,0.47,0.37,0.47,0.43,0.38
f_0,4.61,2.5,2.59,2.73,2.55,2.48,0.73,0.45,0.59,0.51,0.54,0.3,0.41,0.44,0.48,0.27
h_0,3.02,2.96,2.63,3.1,2.68,2.71,1.08,1.07,0.63,0.51,0.59,0.52,0.55,0.51,0.45,0.4
a_0,3.23,3.05,2.97,3.91,3.76,4.12,0.93,0.82,0.79,0.49,0.36,0.59,0.4,0.29,0.58,0.41
e_0,4.43,3.96,2.76,3.28,2.99,3.32,0.77,0.83,0.65,0.54,0.6,0.34,0.56,0.53,0.3,0.38
g_0,3.61,3.3,2.87,3.67,3.16,2.5,0.69,0.95,0.75,0.57,0.65,0.6,0.33,0.68,0.52,0.66
