,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.06,1.36,2.08,2.18,2.18,1.8,0.85,0.97,0.63,0.82,0.62,0.81,0.53,0.51,0.79,0.51
f_1,2.34,1.06,1.9,2.06,1.82,1.79,0.63,0.83,0.59,0.64,0.58,0.71,0.34,0.51,0.49,0.44
d_1,2.29,2.23,1.05,2.36,1.94,1.5,0.78,0.5,0.67,1.11,0.68,0.57,0.46,0.45,0.53,0.35
c_1,1.95,2.38,2.7,1.06,2.55,1.51,0.82,0.97,0.9,0.42,0.74,0.59,0.57,0.62,0.53,0.52
b_1,2.53,3.1,3.04,1.44,1.06,3.13,1.03,1.03,0.99,0.73,1.06,0.79,0.65,0.64,0.67,0.6
a_1,3.56,3.96,4.08,4.89,1.73,1.07,1.72,1.31,1.06,1.34,1.3,1.11,1.01,1.35,0.97,0.92
h_1,5.19,5.96,4.78,5.92,4.78,3.96,1.31,2.01,1.55,1.57,1.5,1.37,1.43,1.36,1.32,1.17
g_1,5.87,6.55,6.64,6.55,5.86,5.53,1.99,1.3,1.79,1.74,1.84,1.91,1.25,1.66,1.46,1.57
c_0,6.68,6.69,4.24,10.1,5.68,6.19,2.57,2.2,1.48,2.38,2.17,1.79,1.46,1.58,1.66,1.41
d_0,4.05,6.71,8.21,7.14,7.31,4.74,2.97,2.95,2.0,1.48,1.71,1.69,1.5,1.76,1.56,1.62
b_0,6.72,7.01,5.56,7.98,8.5,5.06,2.74,2.79,1.34,2.35,1.47,1.85,1.78,2.12,1.66,1.4
f_0,6.71,10.26,6.98,7.68,7.88,5.9,3.31,1.9,2.13,2.27,2.1,1.49,1.7,2.11,2.42,1.08
h_0,8.62,10.19,9.28,8.93,8.23,5.68,4.66,3.26,2.5,2.84,2.38,2.45,2.45,2.26,2.16,2.35
a_0,10.18,10.58,9.88,9.42,11.74,11.74,3.63,3.85,2.75,2.68,1.84,2.8,2.1,1.66,2.19,1.93
e_0,13.3,14.8,9.84,10.69,9.05,7.93,3.87,3.67,2.73,2.83,2.82,1.58,2.06,3.18,1.56,2.06
g_0,10.15,11.2,11.56,10.76,9.01,7.81,3.13,4.9,2.92,3.17,3.13,3.55,1.82,2.75,2.62,2.65
