,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,0.9,1.16,1.07,0.77,0.72,0.87,0.71,0.62,0.62,0.67,0.61,0.65,0.55,0.57
f_1,1.24,1.0,0.85,0.96,0.9,0.78,0.59,0.7,0.65,0.62,0.62,0.6,0.5,0.57,0.47,0.55
d_1,1.09,1.18,1.0,0.91,0.86,0.83,0.7,0.68,0.55,0.82,0.72,0.63,0.63,0.57,0.58,0.48
c_1,0.87,1.02,1.12,1.0,1.23,0.93,0.71,0.52,0.72,0.55,0.58,0.64,0.61,0.55,0.56,0.58
b_1,0.94,1.09,1.14,0.82,1.0,1.34,0.75,0.63,0.72,0.76,0.67,0.66,0.62,0.55,0.57,0.65
a_1,1.3,1.26,1.18,1.09,0.77,1.0,0.93,0.83,0.85,0.76,0.81,0.73,0.71,0.69,0.81,0.7
h_1,1.4,1.71,1.43,1.35,1.34,1.11,1.0,0.93,1.06,0.86,0.84,0.84,0.84,0.77,0.78,0.92
d_0,1.15,1.45,1.49,1.92,1.59,1.2,1.03,1.0,0.99,0.72,0.85,0.91,0.91,0.82,0.86,0.88
g_1,1.46,1.58,1.79,1.34,1.35,1.16,0.93,1.01,1.0,1.07,0.89,1.07,0.82,0.92,0.97,0.94
c_0,1.57,1.63,1.27,1.8,1.37,1.3,1.15,1.39,0.93,1.0,1.25,1.03,0.97,1.05,0.98,0.94
b_0,1.55,1.62,1.43,1.84,1.58,1.21,1.17,1.11,1.09,0.8,1.0,0.9,1.02,1.16,0.95,0.96
f_0,1.51,1.63,1.55,1.59,1.56,1.38,1.23,1.18,0.95,1.02,1.03,1.0,1.08,0.9,1.27,0.82
h_0,1.68,1.95,1.73,1.63,1.58,1.36,1.15,1.07,1.2,1.03,0.98,0.91,1.0,0.82,0.87,1.07
a_0,1.66,1.74,1.68,1.78,1.73,1.28,1.31,1.17,1.08,0.94,0.88,1.09,1.23,1.0,1.0,0.88
e_0,1.86,2.08,1.78,1.7,1.77,1.31,1.26,1.16,1.01,1.06,1.03,0.78,1.1,0.98,1.0,1.03
g_0,1.76,1.81,2.04,1.73,1.6,1.45,1.08,1.09,1.03,1.08,1.08,1.23,0.94,1.07,0.95,1.0
