,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,11794.67,3848.4,3004.47,5101.67,5667.23,23260.04,2842620.05,15288488.66,7688890.57,7184464.56,14995655.17,35020006.19,127816484.73,74023427.67,201881241.43,65436234.92
f_1,4577.67,15243.91,3055.93,3797.08,5561.69,23580.89,2843569.36,7268938.04,8560443.91,7401834.02,16046493.76,15871671.2,110097323.96,86323372.82,197836502.92,170199680.88
d_1,2525.53,4001.7,15511.55,3859.2,4759.27,27172.98,3423693.35,3439816.64,14937620.15,5555843.07,19705294.18,42469393.34,107140557.84,89331803.63,194341145.27,183784100.05
c_1,2435.46,3350.03,2518.75,21314.13,12035.05,28026.1,2555032.83,8550280.67,2327238.9,6258669.29,9451286.03,35335317.3,125021551.2,59704820.33,180442629.54,211575361.65
b_1,2517.28,2753.83,3430.03,3987.58,34750.98,54558.61,2820169.4,6862242.3,7754678.44,5953491.87,5776704.67,34614341.16,107038007.1,77496618.01,187276639.0,182317753.02
a_1,2292.76,2826.11,3757.93,4786.74,5936.19,225543.6,3465268.68,7200522.52,8442787.38,5988179.89,17065506.64,42581192.42,124880449.03,51876608.99,184629298.5,209734077.98
h_1,2487.97,5335.68,4739.0,4626.09,6695.49,30392.34,10214085.15,9850418.32,10189351.03,11834771.57,17261150.99,36565594.71,66185340.98,103173509.69,307408190.23,228137150.86
d_0,2761.42,4036.12,1995.96,9681.35,8712.36,30299.35,3677970.86,19483663.97,7144793.85,10021671.15,18506584.53,41923777.41,160069102.73,79914331.09,223165924.61,240469245.22
c_0,2796.17,4059.11,4758.11,3325.5,5953.67,34510.46,4397326.94,9570999.79,20425463.07,9506929.32,40022872.59,50193642.06,132890502.14,147926808.58,250961960.13,244651526.86
g_1,3261.1,3893.17,5581.07,4556.04,6153.66,24953.34,3542457.28,9446895.27,9719122.27,27337638.23,18029220.98,76989503.36,128234744.38,92165585.67,146957634.48,259597847.97
b_0,3310.7,4310.28,4227.0,5250.98,4236.17,23855.73,3331536.31,9079516.01,10344751.72,9289415.41,42867473.45,48456693.15,190552283.01,216244408.67,232012081.02,247984197.99
f_0,2534.37,2819.54,4508.98,5648.38,8449.07,39448.02,4780469.78,9728052.87,9627110.17,8602188.25,21451962.69,117357242.32,170263888.75,110135704.57,271848391.05,471363089.55
h_0,3222.03,5713.6,4241.02,4969.06,7258.07,30132.27,2213334.1,9711920.11,10107967.75,11234201.07,16372993.33,49084886.98,92447670.04,113904859.54,324231524.02,181694366.07
a_0,3473.17,3619.66,4041.69,5591.33,7567.18,17572.3,4677156.84,9285868.65,9789343.2,9883827.41,23319111.71,42710226.33,168544051.49,334503069.66,271272628.74,234297935.6
g_0,3017.66,2975.85,7666.41,5302.9,7351.17,23297.36,3539344.01,8079230.35,10159167.27,5102993.03,19980602.03,75647773.76,139263093.39,99322003.74,133521307.43,217483911.37
e_0,1568.59,4057.33,4716.01,5364.33,7838.29,38038.03,4539593.4,8067642.24,10269644.84,10126572.01,19233335.54,50094464.26,187327575.3,123143700.34,306309286.33,689740449.23
