,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.05,1.19,1.72,1.8,1.5,1.47,0.65,0.61,0.54,0.63,0.55,0.64,0.4,0.46,0.41,0.6
f_1,1.88,1.06,1.59,1.59,1.5,1.29,0.51,0.51,0.49,0.67,0.46,0.54,0.32,0.4,0.38,0.35
d_1,1.9,1.77,1.05,1.71,1.61,1.22,0.61,0.69,0.54,0.43,0.51,0.44,0.37,0.43,0.27,0.38
c_1,1.61,2.0,2.27,1.05,1.78,1.56,0.74,0.37,0.61,0.64,0.51,0.51,0.43,0.48,0.43,0.46
b_1,2.32,2.43,2.38,1.45,1.06,2.12,0.97,0.7,0.8,0.87,0.8,0.58,0.51,0.59,0.45,0.5
a_1,2.88,3.41,3.32,2.77,1.84,1.06,1.39,0.91,1.03,1.24,1.18,0.85,0.75,1.04,0.66,0.68
h_1,4.65,5.0,4.57,4.73,4.16,3.43,1.27,1.38,1.35,1.94,1.34,1.2,1.27,1.21,1.13,1.0
d_0,3.96,5.09,6.37,6.85,5.3,4.85,2.41,1.42,1.62,2.2,1.81,1.77,1.47,1.37,1.38,1.55
c_0,5.81,5.91,3.85,8.55,5.26,4.12,2.27,1.96,1.38,1.76,1.88,1.61,1.34,1.51,1.33,1.39
g_1,5.45,5.49,5.86,6.27,5.77,4.8,1.79,1.72,1.69,1.31,1.63,1.61,1.05,1.37,1.45,1.44
b_0,5.81,6.47,5.18,7.51,8.59,4.36,2.28,1.9,1.18,2.14,1.39,1.63,1.44,1.63,1.29,1.37
f_0,6.24,8.12,6.62,7.22,6.76,6.53,2.77,2.15,2.03,1.91,1.96,1.42,1.77,1.77,1.15,2.0
h_0,7.93,8.93,7.84,8.16,7.12,5.65,3.34,2.41,2.08,2.79,2.19,1.99,1.98,2.14,1.77,1.78
a_0,8.0,8.58,8.31,8.73,9.69,8.68,3.52,2.55,2.26,2.88,1.68,2.28,2.05,1.51,2.27,2.13
g_0,8.6,8.94,9.43,8.67,8.87,7.0,2.74,2.67,2.42,3.08,2.63,2.48,1.78,2.02,2.22,2.14
e_0,10.08,12.69,8.41,9.67,8.45,8.65,3.63,3.14,2.84,3.12,2.61,1.48,2.35,2.26,1.75,1.61
