,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.94,0.24,0.27,0.29,0.22,0.18,0.2,0.18,0.2,0.33,0.2,0.19,0.17,0.11,0.07,0.17
f_1,0.48,0.94,0.31,0.27,0.2,0.14,0.18,0.16,0.19,0.17,0.19,0.09,0.14,0.11,0.1,0.11
d_1,0.3,0.31,0.94,0.24,0.2,0.15,0.25,0.17,0.29,0.1,0.2,0.19,0.15,0.11,0.12,0.12
c_1,0.32,0.3,0.24,0.94,0.43,0.13,0.18,0.2,0.08,0.17,0.18,0.15,0.17,0.14,0.12,0.14
b_1,0.29,0.39,0.31,0.26,0.93,0.37,0.18,0.17,0.19,0.18,0.07,0.14,0.15,0.11,0.12,0.12
a_1,0.34,0.32,0.4,0.39,0.21,0.93,0.31,0.2,0.21,0.26,0.18,0.2,0.29,0.07,0.12,0.21
h_1,0.51,0.73,0.55,0.52,0.47,0.23,0.73,0.37,0.34,0.28,0.36,0.24,0.16,0.25,0.21,0.35
g_1,0.43,0.51,0.9,0.44,0.47,0.3,0.37,0.73,0.4,0.28,0.28,0.46,0.33,0.26,0.23,0.2
c_0,0.58,0.66,0.61,0.41,0.41,0.38,0.4,0.37,0.61,0.37,0.54,0.35,0.36,0.27,0.25,0.33
d_0,0.45,0.61,0.22,1.01,0.49,0.32,0.41,0.33,0.36,0.62,0.32,0.37,0.31,0.29,0.28,0.31
b_0,0.67,0.66,0.55,0.54,0.35,0.32,0.41,0.37,0.34,0.42,0.63,0.38,0.41,0.48,0.35,0.3
f_0,0.52,0.35,0.67,0.7,0.46,0.35,0.5,0.33,0.42,0.45,0.41,0.62,0.38,0.34,0.55,0.26
h_0,0.61,0.96,0.73,0.57,0.54,0.29,0.34,0.45,0.37,0.4,0.32,0.37,0.23,0.28,0.32,0.4
a_0,0.8,0.72,0.89,0.62,0.58,,0.37,0.34,0.41,0.34,0.3,0.31,0.42,0.57,0.3,0.3
e_0,0.37,0.8,0.74,0.72,0.63,0.42,0.47,0.42,0.48,0.47,0.42,0.35,0.36,0.35,0.6,0.43
g_0,0.54,0.76,0.91,0.6,0.66,0.3,0.43,0.28,0.37,0.44,0.42,0.55,0.35,0.34,0.25,0.23
