,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,2.33,1.17,1.06,0.85,0.82,0.79,1.99,1.68,3.6,1.71,2.88,2.09,2.2,3.02,1.94,2.71
f_1,1.06,2.36,1.68,0.94,0.92,0.66,1.96,1.7,2.1,2.53,2.07,1.47,2.0,2.53,1.11,2.34
e_1,1.0,1.16,2.46,1.3,0.99,0.77,1.89,1.59,2.02,3.56,2.17,1.69,1.9,2.6,1.35,2.33
c_1,1.1,1.03,0.9,2.52,1.61,1.03,1.83,1.76,1.22,2.1,1.29,1.96,1.71,2.52,1.72,2.46
b_1,1.05,1.01,0.97,1.09,2.7,1.58,1.77,1.79,1.96,2.14,1.39,1.94,1.46,2.6,1.63,2.32
a_1,1.05,1.06,1.0,1.13,1.12,3.14,2.27,1.87,1.89,2.27,2.05,2.3,1.41,2.87,2.17,2.79
h_1,1.32,1.48,1.06,1.07,0.81,0.73,3.58,2.33,2.37,2.16,2.44,2.29,1.93,2.31,2.26,3.33
g_1,1.57,1.09,1.04,1.0,0.95,0.78,2.11,3.8,2.3,2.07,2.49,3.47,2.39,3.24,2.64,2.35
c_0,1.3,1.2,1.27,0.92,0.9,0.79,2.09,2.02,3.52,2.32,4.0,2.46,2.6,2.67,2.24,2.63
d_0,0.91,1.07,1.09,1.97,1.07,0.89,1.87,1.69,1.41,3.24,1.84,1.87,1.92,2.68,1.69,2.53
b_0,1.27,1.32,1.04,1.29,0.91,0.7,2.14,2.0,2.25,2.34,3.54,2.08,3.74,3.26,1.97,2.63
f_0,1.37,1.01,0.84,1.23,1.18,0.95,2.26,2.14,2.49,2.13,2.51,3.76,2.18,2.72,4.32,3.16
a_0,1.29,1.26,1.08,1.24,0.97,0.76,2.17,2.07,2.19,2.07,2.54,2.19,3.51,3.39,1.88,2.81
h_0,1.3,1.47,1.13,1.12,0.9,0.85,1.59,2.27,2.21,2.33,2.14,2.22,2.14,2.16,1.67,2.94
e_0,1.31,1.16,0.87,1.18,1.26,1.01,2.16,2.1,2.43,2.14,2.26,2.26,2.14,3.35,3.99,3.01
g_0,1.79,1.12,1.01,1.18,0.87,0.73,2.05,1.53,2.65,2.07,2.35,2.81,1.78,2.77,2.14,2.26
