,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.45,3.73,4.1,5.14,3.73,3.64,0.84,1.33,0.85,0.83,0.88,3.73,0.58,0.83,0.94,0.65
e_1,2.3,0.44,5.36,4.22,5.38,4.51,1.12,1.48,0.79,0.99,0.92,1.21,0.61,1.16,4.29,0.54
d_1,5.12,5.58,0.42,5.37,4.6,3.76,1.18,0.77,4.86,0.73,0.9,0.7,0.54,0.81,0.86,0.38
c_1,4.43,3.7,6.54,0.42,5.13,4.24,1.38,1.27,0.48,3.28,0.95,0.9,0.54,0.95,0.74,0.71
b_1,6.14,5.28,4.91,2.3,0.39,5.73,1.81,1.59,1.2,1.36,4.08,0.98,0.74,0.81,0.77,0.92
a_1,7.26,6.58,4.88,5.25,3.14,0.32,2.55,2.02,1.42,1.62,2.16,1.43,0.95,6.87,1.21,1.18
h_1,4.05,5.71,4.38,4.97,5.43,4.88,0.36,1.83,1.12,1.03,0.88,1.03,1.96,1.06,0.89,0.99
g_1,6.47,5.85,5.3,6.7,4.59,5.87,1.16,0.33,1.14,1.01,0.97,1.26,0.65,0.98,1.1,0.93
d_0,5.2,3.02,15.65,4.82,7.61,5.44,1.65,2.01,0.46,1.32,1.09,1.08,0.86,1.23,1.02,1.05
c_0,6.79,6.96,2.69,28.77,6.0,6.19,2.49,1.55,1.51,0.41,1.06,1.04,0.94,1.43,1.39,1.08
b_0,5.38,4.85,5.33,11.31,17.76,5.48,1.74,1.76,1.32,0.6,0.38,1.17,1.02,1.23,1.18,0.77
f_0,29.33,5.5,5.75,6.87,5.64,9.36,1.95,1.02,1.31,1.11,1.19,0.36,0.8,0.96,1.37,0.68
h_0,7.64,6.81,6.31,7.19,6.83,6.45,3.55,1.69,1.96,1.14,1.14,1.18,3.14,1.27,1.15,1.05
a_0,7.45,6.11,7.31,13.16,5.47,,1.63,2.24,1.84,1.4,0.66,1.15,0.94,0.37,0.85,0.76
e_0,16.5,15.19,6.1,8.33,5.61,10.91,1.88,1.46,1.5,1.11,1.75,0.58,1.05,1.32,0.35,1.04
g_0,6.59,11.27,7.47,9.0,8.75,9.85,1.51,4.23,1.8,1.58,1.36,1.39,0.76,1.32,1.45,
