,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,10398.33,7327.16,5304.48,6422.45,9656.76,47088.08,5385373.61,17612870.73,15169065.29,22685888.98,31082349.8,24957176.75,198543070.29,206944713.7,382998394.85,222720634.55
e_1,4038.27,12010.12,4851.94,8101.99,11080.17,56964.59,5860802.13,31472432.15,15936256.03,22315188.89,33955834.9,46277248.48,216444177.16,200589565.32,451183969.83,232204786.3
d_1,4559.89,4394.15,16104.93,5516.2,9993.84,54328.3,5990970.03,12081545.37,17764339.07,42728172.58,37446778.56,43331023.76,207083367.62,229317661.04,410184930.41,383653188.18
c_1,3680.6,3821.53,5606.45,20365.28,18962.35,56613.59,5326246.96,14965948.95,14469977.13,13222782.32,21945467.93,47087174.95,185698908.64,205227432.09,385510063.87,319737734.69
b_1,4036.55,4002.93,5182.83,6810.29,35209.75,131658.36,6535387.31,18088608.24,14366680.1,20226211.15,20656849.69,41927155.98,163481664.94,137777650.46,389895916.58,358274295.18
a_1,4074.55,4528.34,5850.43,7459.1,9358.68,300277.89,8111243.63,17453977.25,17970778.05,21035425.85,33877306.15,36326679.71,216928512.98,175295850.44,339620828.31,336927208.44
h_1,5607.78,4673.54,7147.95,7878.15,10800.24,52098.31,12834210.98,14390525.89,22529219.31,21304922.86,34319267.6,40881684.0,154045933.03,187645664.32,555243944.05,370886597.56
d_0,4128.92,4092.52,3552.28,14302.24,13457.73,70785.55,6953432.78,31599153.27,14028625.53,16304894.26,32864590.47,48557444.86,181272810.92,168506967.51,505841093.13,409331569.62
g_1,4220.11,4344.69,9457.81,6256.38,10634.77,56333.26,5903021.24,15677724.43,42861979.95,28072121.1,37948650.75,75035745.82,249945335.52,238927709.23,317592099.69,374540652.71
c_0,4734.88,5175.89,6748.6,6244.43,8507.03,68904.22,6200808.06,18523737.14,17738897.04,42756870.55,72066577.49,52631310.06,242157367.16,303738432.09,456103234.79,405953739.71
b_0,4741.66,5024.33,7666.61,7944.35,7967.51,49274.07,6837178.7,19105531.39,16540577.72,27969381.77,62782196.87,47817695.24,244767793.93,470834302.59,458475515.54,428194573.2
f_0,3502.11,3531.21,7495.8,8676.65,13120.29,59981.36,6839254.6,20681750.44,19275918.36,26544058.35,44590717.51,87994670.28,259423350.47,280120309.92,466984584.58,847563875.55
h_0,5818.38,4899.22,7261.86,6985.55,10567.33,58457.33,4866858.73,16630551.64,24433176.07,24833030.2,36177449.36,42602048.33,149341081.87,237575056.22,516908520.88,356459379.82
a_0,4215.0,5017.51,7682.13,8638.59,11063.6,51316.06,7430109.12,18589755.81,19039310.8,23020890.16,38029458.69,46265183.5,195085197.04,443794485.65,547975125.53,362798297.11
g_0,3788.6,4029.02,9217.88,8897.36,11494.77,60009.29,6969151.95,17311398.81,13146763.88,24869657.09,38958398.53,71535890.91,202278604.01,243882358.6,367245141.83,408348747.02
e_0,4544.96,2789.57,6674.29,9333.0,13080.29,70291.37,6613547.49,20200604.53,18628245.54,26233673.67,40641237.95,53276662.66,277282679.45,224054524.56,509696589.26,863270528.8
