,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10407.46,159.56,155.1,378.21,447.78,1094.87,184634.58,503871.4,639276.14,1143947.45,792998.37,1975262.01,5181357.17,5026141.11,,10514131.25
f_1,243.99,11521.05,188.93,386.0,368.14,920.23,197859.1,224159.79,497916.59,693207.72,928349.86,,7932105.51,5343393.24,10612580.32,12193950.14
d_1,106.94,149.99,15901.31,219.55,500.92,1682.42,165797.08,435939.97,1190222.5,,837755.36,1631020.02,10845512.66,4786880.98,7126271.33,12484520.13
c_1,122.58,162.0,205.39,26689.67,795.98,1633.05,161628.21,343197.33,,690624.85,478749.59,2302771.59,6737431.02,6068771.63,8835339.71,18465743.97
b_1,124.02,170.48,235.21,252.44,39519.89,2439.08,235088.54,371186.0,549235.65,560210.38,,2490568.84,8848362.49,,7041178.85,16226986.24
a_1,148.55,138.17,136.17,259.25,428.8,204618.3,226131.68,281307.26,793638.72,713499.02,592469.51,1730212.1,8316538.74,,,19077347.5
h_1,530.62,773.11,725.32,1075.12,954.65,6041.56,8463187.38,2589198.91,3012774.67,2591298.7,3381308.15,5227712.28,,17859359.93,21348105.7,61134227.23
g_1,446.04,474.91,1284.25,1364.88,977.38,5060.78,701235.53,23688415.54,2555734.7,2153608.75,2687997.91,12845235.88,27142909.61,13164899.6,24210159.43,
c_0,651.08,740.98,1077.58,,1579.9,9247.62,943186.55,1783766.23,20346600.0,3356200.13,8372392.16,9780090.9,36318420.53,20817988.83,46791723.79,63343898.09
d_0,732.25,790.55,,2302.1,1877.29,6120.26,1032096.02,1299974.02,2445036.35,22980581.21,4823943.03,11422338.81,31191429.9,23413185.27,60279360.36,72130932.73
b_0,656.43,726.87,914.37,1288.29,,6834.5,979661.56,1980382.01,3173769.67,3582824.57,27638212.89,11243596.96,34071300.09,56793913.08,45410266.88,76073781.15
f_0,621.97,,1096.4,1473.46,2634.91,10350.08,842946.95,2265027.78,3195107.26,3133607.05,5792679.3,78612388.66,45127270.81,16827643.92,53452045.21,66330230.6
h_0,1245.36,1674.5,1313.69,2206.86,2702.88,14578.39,,3743354.55,5331247.35,4207802.39,5068278.88,12334245.7,,24650326.42,55792959.99,168760656.88
a_0,688.79,829.02,1235.29,1152.87,,,590945.75,2126640.8,3076815.36,3595963.87,4052411.26,13080144.6,36447413.63,250877243.07,,
e_0,,936.44,878.56,1823.15,2312.68,,1048958.44,2268749.66,2954176.1,4061919.75,4336590.73,11257170.72,34994650.53,,457492449.25,64176587.83
g_0,1271.53,703.99,2158.4,2538.12,2683.01,7640.79,846318.74,,6350456.41,5205013.48,7798068.79,19834555.4,45135833.86,,45690742.05,
