,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.38,0.65,0.72,1.0,0.76,0.73,1.35,1.55,2.78,1.75,1.73,1.76,2.15,1.65,0.98,1.99
f_1,1.19,2.44,0.78,0.79,0.66,0.74,1.29,1.46,1.48,1.59,1.61,0.78,2.07,1.61,1.46,2.23
d_1,0.81,0.78,2.52,0.61,0.82,0.77,1.35,1.26,0.81,2.58,2.08,1.64,2.21,1.66,1.73,1.67
c_1,0.6,0.76,0.76,2.62,1.27,0.74,1.64,1.39,1.43,0.56,1.6,1.54,1.97,2.0,1.84,2.25
b_1,0.73,0.9,0.73,0.69,2.69,1.17,1.8,1.53,1.52,1.65,0.52,1.78,2.03,1.05,2.1,1.79
a_1,0.8,0.83,0.74,0.8,0.56,3.25,1.75,1.54,1.75,1.76,1.71,1.87,2.5,0.95,1.49,2.5
h_1,0.97,1.44,1.1,0.88,0.88,0.81,3.96,2.37,2.02,2.01,1.82,2.26,1.46,2.13,2.3,3.68
g_1,0.8,0.9,1.58,1.04,0.95,0.93,1.87,4.24,2.08,2.0,2.3,3.61,2.37,1.86,1.99,1.97
d_0,0.9,1.07,0.56,1.67,1.05,1.09,1.71,1.79,3.62,1.89,2.37,2.63,2.82,2.12,2.13,2.08
c_0,1.01,1.25,1.0,0.9,0.72,0.99,2.03,2.17,2.44,3.77,3.8,2.39,3.01,3.04,2.51,2.7
b_0,1.13,1.02,0.96,1.07,0.84,0.96,2.29,1.89,2.4,2.36,3.99,2.34,2.77,4.08,2.37,2.83
f_0,1.04,0.64,1.19,1.16,1.04,1.03,2.06,1.67,2.19,2.05,2.29,3.89,2.63,2.41,4.14,2.69
h_0,1.01,1.37,1.04,0.97,1.02,0.79,1.14,2.34,2.16,2.2,2.01,2.48,1.69,2.44,1.89,3.55
a_0,1.12,1.16,1.09,0.85,1.19,0.58,2.23,2.26,1.8,2.32,2.02,2.4,2.54,4.74,2.43,3.03
e_0,0.63,1.15,1.2,0.94,1.03,1.14,2.25,2.58,2.54,1.96,2.17,2.36,3.38,2.26,4.82,3.25
g_0,1.0,0.95,1.37,0.95,1.1,0.72,1.54,1.18,2.27,2.09,1.88,3.03,2.34,2.08,2.6,1.95
