,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.92,0.43,0.37,0.44,0.31,0.24,0.33,0.58,0.25,0.31,0.35,0.31,0.37,0.19,0.31,0.17
f_1,0.67,0.92,0.37,0.36,0.28,0.2,0.33,0.39,0.26,0.34,0.33,0.22,0.36,0.2,0.26,0.16
d_1,0.41,0.46,0.92,0.3,0.29,0.21,0.36,0.24,0.34,0.61,0.38,0.31,0.38,0.28,0.31,0.23
c_1,0.36,0.4,0.35,0.92,0.61,0.27,0.33,0.37,0.25,0.21,0.24,0.31,0.34,0.22,0.29,0.21
b_1,0.4,0.4,0.38,0.38,0.91,0.47,0.35,0.34,0.24,0.32,0.22,0.32,0.33,0.16,0.26,0.24
a_1,0.45,0.46,0.36,0.38,0.33,0.9,0.34,0.39,0.28,0.3,0.28,0.31,0.4,0.15,0.29,0.22
h_1,0.46,0.55,0.47,0.35,0.31,0.27,0.65,0.38,0.37,0.36,0.35,0.36,0.31,0.23,0.43,0.23
d_0,0.41,0.45,0.29,0.71,0.42,0.21,0.36,0.56,0.27,0.23,0.34,0.34,0.37,0.25,0.32,0.22
g_1,0.41,0.41,0.63,0.38,0.3,0.25,0.35,0.31,0.65,0.42,0.35,0.49,0.36,0.26,0.25,0.26
c_0,0.45,0.51,0.47,0.33,0.26,0.27,0.43,0.38,0.34,0.57,0.61,0.38,0.46,0.32,0.37,0.27
b_0,0.45,0.5,0.47,0.41,0.24,0.21,0.41,0.42,0.33,0.37,0.57,0.38,0.43,0.47,0.36,0.25
f_0,0.38,0.42,0.45,0.43,0.38,0.27,0.4,0.41,0.34,0.35,0.39,0.57,0.41,0.24,0.37,0.43
h_0,0.46,0.56,0.45,0.4,0.31,0.23,0.28,0.36,0.36,0.35,0.35,0.37,0.3,0.23,0.4,0.24
a_0,0.43,0.51,0.44,0.44,0.34,0.15,0.41,0.38,0.34,0.36,0.37,0.37,0.48,0.46,0.35,0.22
g_0,0.39,0.39,0.61,0.42,0.35,0.25,0.35,0.35,0.27,0.35,0.32,0.49,0.38,0.25,0.32,0.31
e_0,0.36,0.48,0.44,0.49,0.36,0.28,0.39,0.35,0.33,0.32,0.35,0.32,0.4,0.26,0.31,0.48
