,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.25,0.9,1.1,0.81,0.71,0.62,0.68,0.66,0.56,0.63,0.56,0.52,0.53,0.38,0.61
e_1,0.8,1.0,0.94,1.16,1.0,0.82,0.66,0.7,0.83,0.59,0.7,0.74,0.63,0.69,0.68,0.51
d_1,1.11,1.06,1.0,0.93,0.88,0.84,0.75,0.55,0.77,0.83,0.67,0.6,0.57,0.53,0.59,0.44
c_1,0.92,0.86,1.07,1.0,1.46,0.81,0.75,0.62,0.52,0.55,0.47,0.63,0.56,0.48,0.51,0.58
b_1,1.24,1.0,1.13,0.68,1.0,1.38,0.76,0.81,0.65,0.82,0.62,0.62,0.69,0.65,0.63,0.67
a_1,1.41,1.21,1.21,1.24,0.73,1.0,0.99,0.89,0.81,0.81,0.93,0.6,0.74,0.81,0.61,0.67
h_1,1.65,1.51,1.36,1.33,1.29,1.03,1.0,1.08,0.96,0.76,0.84,0.78,0.9,0.77,0.74,0.97
g_1,1.51,1.45,1.81,1.55,1.31,1.16,0.88,1.0,0.86,0.86,0.9,1.22,0.8,0.75,0.99,0.65
d_0,1.56,1.17,1.27,1.99,1.65,1.17,1.07,1.2,1.0,0.8,0.85,0.96,0.92,0.84,0.91,0.96
c_0,1.89,1.59,1.13,1.77,1.22,1.21,1.28,1.13,1.28,1.0,1.42,0.9,1.06,1.04,1.05,0.93
b_0,1.59,1.53,1.43,2.02,1.67,1.04,1.19,1.06,1.18,0.73,1.0,1.06,1.06,1.3,0.91,0.9
f_0,1.79,1.37,1.58,1.52,1.56,1.66,1.28,0.83,1.1,1.11,1.04,1.0,0.99,0.91,1.56,0.8
h_0,1.99,1.61,1.76,1.73,1.44,1.4,1.15,1.28,1.13,0.93,1.01,0.98,1.0,0.9,0.95,1.11
a_0,1.84,1.49,1.95,1.85,1.52,1.34,1.28,1.32,1.21,1.01,0.76,1.05,1.07,1.0,0.97,0.89
e_0,2.63,1.59,1.82,1.87,1.59,1.61,1.38,0.96,1.14,0.94,1.12,0.68,1.02,1.02,1.0,0.95
g_0,1.74,1.88,2.21,1.72,1.46,1.49,1.08,1.52,1.1,1.19,1.06,1.36,0.88,1.03,1.1,1.0
