,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.46,1.47,1.37,1.77,1.46,1.57,2.7,4.98,3.08,2.9,3.03,3.49,4.32,3.08,4.05,2.51
f_1,2.12,2.52,1.44,1.38,1.43,1.22,2.63,3.32,2.99,3.05,3.18,2.51,3.68,2.97,4.0,2.76
d_1,1.57,1.65,2.53,1.44,1.36,1.43,2.84,2.21,4.71,2.39,3.76,3.37,3.82,3.38,3.81,3.28
c_1,1.32,1.53,1.43,2.61,2.29,1.47,2.59,2.82,2.35,2.6,2.46,3.07,4.14,2.76,3.94,3.7
b_1,1.41,1.39,1.63,1.36,2.72,2.57,2.98,2.98,2.93,2.73,2.73,3.22,3.92,3.05,4.02,3.66
a_1,1.33,1.65,1.5,1.67,1.3,3.27,3.55,3.29,3.28,3.09,3.73,3.64,4.53,3.6,4.2,3.78
h_1,1.45,1.94,1.73,1.54,1.48,1.22,4.21,3.31,3.3,3.8,3.36,3.14,3.07,3.34,4.99,3.56
d_0,1.25,1.57,1.4,2.34,1.68,1.49,2.98,4.15,2.43,3.31,3.2,3.38,4.48,2.89,4.44,4.07
c_0,1.48,1.65,1.54,1.47,1.47,1.58,3.33,3.55,4.21,3.27,5.47,3.86,3.95,4.65,4.39,4.08
g_1,1.54,1.57,2.01,1.53,1.41,1.21,2.79,3.2,3.25,4.58,3.34,4.78,3.37,3.11,3.71,4.06
b_0,1.66,1.68,1.46,1.68,1.35,1.31,3.02,3.14,2.95,3.35,4.5,3.62,4.97,6.28,4.12,3.96
f_0,1.37,1.62,1.57,1.63,1.68,1.56,3.63,3.24,3.24,2.73,3.7,4.9,4.17,4.09,4.28,6.58
h_0,1.49,2.03,1.62,1.44,1.57,1.41,2.63,3.18,3.29,3.89,3.01,3.34,3.78,3.44,5.28,3.15
a_0,1.65,1.64,1.67,1.76,1.74,1.14,3.3,3.27,3.02,3.61,3.03,3.16,4.33,5.41,4.81,3.45
g_0,1.45,1.32,2.3,1.56,1.54,1.22,2.7,2.89,3.41,2.64,3.47,4.62,3.77,3.04,3.56,3.4
e_0,1.36,1.81,1.84,1.43,1.48,1.62,3.43,2.62,3.44,3.35,3.46,3.14,5.0,3.72,4.99,5.44
