,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.92,0.69,0.35,0.39,0.29,0.19,0.35,0.26,0.39,0.29,0.32,0.18,0.32,0.23,0.15,0.22
e_1,0.44,0.92,0.34,0.48,0.32,0.23,0.33,0.28,0.61,0.3,0.35,0.28,0.37,0.25,0.16,0.25
d_1,0.45,0.37,0.93,0.3,0.32,0.22,0.4,0.34,0.25,0.6,0.38,0.31,0.36,0.28,0.22,0.3
c_1,0.44,0.37,0.38,0.91,0.61,0.25,0.32,0.28,0.34,0.23,0.2,0.27,0.32,0.24,0.19,0.21
b_1,0.43,0.39,0.36,0.36,0.91,0.5,0.36,0.28,0.36,0.32,0.24,0.27,0.33,0.2,0.21,0.2
a_1,0.52,0.41,0.4,0.41,0.32,0.88,0.39,0.29,0.4,0.36,0.35,0.31,0.38,0.18,0.23,0.2
h_1,0.64,0.46,0.44,0.35,0.34,0.25,0.66,0.35,0.33,0.36,0.32,0.29,0.31,0.23,0.21,0.35
g_1,0.47,0.38,0.59,0.37,0.37,0.23,0.39,0.63,0.28,0.4,0.41,0.46,0.42,0.28,0.24,0.23
d_0,0.48,0.45,0.3,0.66,0.37,0.23,0.35,0.31,0.54,0.22,0.32,0.28,0.41,0.27,0.23,0.25
c_0,0.5,0.48,0.44,0.33,0.29,0.22,0.41,0.31,0.42,0.58,0.63,0.32,0.4,0.33,0.25,0.32
b_0,0.51,0.41,0.43,0.41,0.33,0.22,0.4,0.3,0.36,0.41,0.57,0.3,0.44,0.51,0.26,0.3
f_0,0.47,0.39,0.45,0.41,0.31,0.29,0.44,0.33,0.38,0.44,0.42,0.57,0.42,0.29,0.48,0.33
h_0,0.6,0.47,0.45,0.43,0.33,0.2,0.31,0.38,0.39,0.37,0.34,0.31,0.29,0.28,0.26,0.35
a_0,0.52,0.44,0.37,0.42,0.38,0.21,0.42,0.29,0.4,0.36,0.37,0.32,0.41,0.47,0.25,0.33
e_0,0.6,0.39,0.45,0.4,0.29,0.26,0.45,0.35,0.39,0.42,0.38,0.32,0.42,0.32,0.44,0.28
g_0,0.37,0.39,0.6,0.41,0.35,0.27,0.36,0.31,0.31,0.42,0.38,0.47,0.4,0.25,0.27,0.25
