,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,2.32,0.25,0.18,0.26,0.16,0.16,0.47,0.41,0.43,0.88,0.48,0.39,0.39,0.68,0.11,0.47
f_1,0.41,2.31,0.22,0.18,0.2,0.17,0.42,0.3,0.48,0.45,0.42,0.12,0.46,0.52,0.31,0.39
d_1,0.2,0.23,2.35,0.19,0.22,0.16,0.49,0.35,0.97,0.09,0.55,0.46,0.32,0.5,0.31,0.57
c_1,0.22,0.18,0.25,2.37,0.41,0.16,0.41,0.29,0.07,0.46,0.32,0.48,0.28,0.41,0.42,0.46
b_1,0.21,0.25,0.23,0.2,2.46,0.31,0.36,0.36,0.42,0.42,0.15,0.44,0.32,0.63,0.46,0.5
a_1,0.23,0.2,0.23,0.23,0.21,3.02,0.47,0.41,0.4,0.47,0.39,0.47,0.07,0.52,0.34,0.54
h_1,0.31,0.52,0.41,0.44,0.33,0.25,2.73,0.69,0.76,0.83,0.91,0.71,0.59,0.42,0.58,1.24
g_1,0.3,0.33,0.58,0.49,0.35,0.18,0.8,3.15,0.69,0.72,0.79,1.23,0.61,0.98,0.64,0.33
c_0,0.4,0.48,0.47,0.2,0.34,0.23,0.68,0.74,2.31,0.73,1.57,0.89,0.99,1.22,0.72,1.15
d_0,0.41,0.53,0.08,0.77,0.33,0.29,0.74,0.54,0.59,2.33,0.71,0.71,0.46,0.78,0.51,0.68
b_0,0.35,0.58,0.42,0.45,0.09,0.24,0.69,0.67,1.06,0.76,2.54,0.85,1.61,1.29,0.63,1.05
f_0,0.39,0.15,0.44,0.45,0.41,0.32,0.76,0.75,0.85,0.73,0.98,2.62,0.57,0.92,1.58,0.93
a_0,0.4,0.45,0.42,0.55,0.31,0.13,0.83,0.64,0.78,0.97,0.87,0.62,2.89,1.02,0.67,1.32
h_0,0.42,0.61,0.39,0.37,0.3,0.24,0.36,0.92,0.92,0.86,0.78,0.64,0.68,0.29,0.52,1.15
e_0,0.14,0.41,0.51,0.31,0.46,0.35,0.69,0.8,1.15,0.89,1.04,0.74,0.86,1.24,2.82,1.15
g_0,0.29,0.37,0.58,0.46,0.35,0.29,0.62,0.37,0.78,0.64,0.72,1.32,0.49,1.01,0.94,0.39
