,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.67,1.38,1.18,1.26,1.15,1.1,0.41,0.59,0.48,0.42,0.39,0.65,0.3,0.4,0.36,0.41
e_1,0.88,0.66,1.33,1.51,1.27,1.08,0.72,0.57,0.57,0.49,0.5,0.64,0.45,0.46,0.6,0.47
d_1,1.44,1.57,0.64,1.19,1.33,1.16,0.6,0.41,0.72,0.55,0.46,0.46,0.39,0.48,0.5,0.26
c_1,1.48,1.13,1.65,0.63,1.57,1.16,0.7,0.63,0.3,0.57,0.49,0.43,0.37,0.47,0.46,0.36
b_1,1.73,1.35,1.45,0.84,0.62,1.67,0.64,0.77,0.54,0.63,0.94,0.5,0.48,0.46,0.58,0.41
a_1,1.97,1.85,1.78,1.95,0.89,0.57,0.8,0.69,0.69,0.65,0.68,0.54,0.55,0.81,0.61,0.61
h_1,2.19,1.95,1.66,1.91,1.95,1.68,0.58,1.01,0.72,0.66,0.68,0.64,0.69,0.68,0.56,0.64
g_1,2.22,2.18,2.15,2.26,2.13,2.21,0.75,0.55,0.79,0.74,0.66,0.76,0.46,0.62,0.65,0.58
d_0,2.2,1.31,2.93,3.08,2.53,2.0,1.24,1.23,0.61,0.63,0.79,0.75,0.68,0.76,0.69,0.77
c_0,2.41,2.16,1.45,3.68,2.08,1.99,1.16,1.08,1.16,0.61,0.94,0.87,0.68,0.85,0.73,0.64
b_0,2.32,2.3,2.14,2.9,2.98,2.05,0.99,1.21,0.82,0.53,0.6,0.75,0.68,0.92,0.61,0.66
f_0,3.03,2.22,2.23,2.52,2.48,2.3,1.18,0.8,0.89,0.78,0.84,0.56,0.76,0.9,0.8,0.47
h_0,2.77,2.23,2.27,2.68,2.66,1.99,1.47,1.24,0.93,0.86,0.88,0.82,0.87,0.79,0.8,0.72
a_0,2.62,2.64,2.42,2.65,4.25,2.96,1.05,1.37,0.87,0.76,0.57,0.9,0.85,0.55,0.93,0.75
e_0,3.46,3.2,2.32,2.93,2.3,2.1,1.36,1.12,1.13,0.94,1.03,0.58,0.77,0.93,0.55,0.83
g_0,2.66,2.68,2.85,3.13,2.88,2.13,0.99,1.57,1.02,0.87,0.97,1.1,0.71,1.11,0.92,0.84
