,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,92.63,103.4,88.35,93.6,141.95,334.74,9744.37,25397.6,23157.79,30271.67,37522.53,52474.16,99451.49,106845.45,146020.18,240715.84
e_1,50.97,110.01,104.1,89.49,136.82,410.45,9829.81,36480.51,24538.06,27444.94,36064.33,71011.07,110829.2,91000.98,157688.19,206769.32
c_1,48.8,56.01,135.71,92.24,207.9,340.44,8313.99,17364.02,19901.77,17466.97,27197.95,49992.56,101022.04,87275.45,109375.24,187010.24
d_1,49.75,59.93,65.63,153.3,113.94,360.51,8165.98,16798.35,20954.04,36528.52,36721.2,48521.11,102953.51,91306.64,122094.7,163625.48
b_1,43.13,47.05,58.0,85.64,205.41,518.98,8039.67,15924.54,17386.48,20744.62,21003.97,46781.91,89617.42,61280.95,111729.81,168323.51
a_1,32.65,33.11,52.03,59.4,62.88,482.77,6273.28,13119.25,14907.47,15567.54,21285.13,38558.49,64386.41,42068.23,101541.37,115048.17
h_1,16.39,15.81,21.43,25.38,32.86,84.01,3261.52,5525.5,6908.39,6417.24,9238.66,13287.05,22708.21,24799.6,42067.44,60920.43
d_0,10.05,10.09,26.72,15.73,28.15,73.53,1701.59,5526.19,5003.95,4343.36,7359.74,11432.75,24280.4,19783.58,35585.13,39760.14
g_1,10.0,11.24,16.53,23.74,26.23,63.26,1626.75,3538.93,6845.3,4771.4,6459.12,14601.72,19596.36,19058.54,31386.16,33429.87
c_0,10.14,11.91,14.69,16.96,22.33,64.41,1840.48,4607.67,4703.46,6624.07,11377.29,11558.84,23931.54,24276.47,33417.98,41772.86
b_0,9.44,11.2,17.08,15.6,20.96,51.23,1680.61,4136.64,3904.49,3750.62,8021.35,10732.73,20955.51,31728.97,30297.83,35645.32
f_0,6.86,8.04,13.21,15.15,22.0,51.87,1477.8,3521.53,3146.96,3611.68,4926.36,12088.28,19692.52,17314.31,44465.01,24229.17
h_0,8.85,8.59,9.53,12.65,15.97,43.6,1041.19,2539.04,3610.67,2884.18,4452.32,6764.03,11450.7,10925.76,20346.08,30462.98
a_0,6.79,8.82,11.31,12.42,17.79,38.38,1082.49,2827.91,2836.01,3302.37,3037.61,6639.89,14882.21,17728.81,20165.22,27652.87
e_0,5.59,5.33,10.63,12.24,15.54,38.17,1003.13,1971.26,2823.57,2937.86,3995.38,4766.22,12574.35,10640.11,24428.87,19861.19
g_0,4.95,6.06,8.94,14.0,14.87,37.88,860.75,2198.01,2080.28,2622.52,3383.37,8437.34,10199.88,9046.33,19782.6,18259.43
