,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.64,0.08,0.09,0.08,0.07,0.06,0.21,0.6,0.24,0.35,0.47,0.43,0.55,0.47,,0.47
f_1,0.12,5.89,0.07,0.09,0.09,0.08,0.29,0.4,0.31,0.37,0.37,,0.54,0.44,0.23,0.64
c_1,0.06,0.11,6.26,0.06,0.16,0.08,0.31,0.4,0.29,,0.28,0.38,0.58,0.41,0.41,0.54
d_1,0.06,0.07,0.04,6.33,0.08,0.06,0.29,,0.35,0.91,0.33,0.47,0.64,0.51,0.3,0.57
b_1,0.08,0.06,0.09,0.08,7.39,0.17,0.27,0.38,0.28,0.33,,0.38,0.64,0.32,0.4,0.57
a_1,0.07,0.06,0.11,0.06,0.07,10.5,0.33,0.43,0.28,0.34,0.43,0.4,0.57,,0.44,0.51
h_1,0.23,0.46,0.33,0.3,0.26,0.36,15.46,1.15,1.4,1.26,1.41,0.78,,1.22,1.83,3.02
d_0,0.47,0.33,0.67,,0.39,0.31,2.31,12.35,1.01,1.4,2.3,2.16,3.46,0.98,1.75,1.6
g_1,0.35,0.31,0.23,0.38,0.23,0.28,1.01,1.46,18.75,1.35,1.52,2.19,1.76,1.21,1.55,
c_0,0.54,0.43,,0.38,0.29,0.52,1.67,1.93,1.29,12.94,2.46,1.83,2.77,2.43,1.41,2.62
b_0,0.43,0.28,0.39,0.52,,0.23,1.62,2.18,1.21,1.73,13.95,2.53,2.1,2.71,2.2,2.94
f_0,0.33,,0.32,0.28,0.47,0.4,1.69,2.16,2.05,2.14,1.42,15.05,2.97,2.43,3.62,2.87
h_0,0.54,0.9,0.54,0.62,0.54,0.34,,2.28,3.09,3.32,2.87,2.75,,2.24,2.77,6.13
a_0,0.48,0.25,0.34,0.51,0.38,,0.92,2.22,1.11,2.52,1.61,1.27,3.35,18.82,,3.81
e_0,,0.37,0.48,0.38,0.24,0.47,2.31,1.75,1.16,1.82,1.78,1.93,3.78,,20.41,3.45
g_0,0.4,0.57,0.62,0.79,0.47,0.37,1.38,2.49,,2.4,3.96,4.17,6.61,2.65,3.1,
