,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,0.99,1.11,0.77,0.67,0.86,0.51,0.35,0.47,,0.35,0.43,0.41,0.35,0.26,0.3
f_1,1.01,1.0,1.4,0.71,0.84,0.73,0.37,0.51,0.46,0.46,0.4,,0.32,0.27,0.38,0.31
e_1,0.9,0.71,1.0,1.04,0.84,0.81,0.54,0.56,0.38,0.58,0.42,0.48,0.39,0.38,,0.38
c_1,1.29,1.4,0.96,1.0,1.33,0.77,0.59,0.5,,0.31,0.25,0.44,0.31,0.43,0.32,0.32
b_1,1.5,1.19,1.19,0.75,1.0,1.03,0.66,0.63,0.57,0.49,,0.38,0.28,0.39,0.29,0.37
a_1,1.16,1.37,1.23,1.3,0.97,1.0,0.81,0.49,0.6,0.5,0.6,0.56,,0.46,0.55,0.55
h_1,1.97,2.73,1.86,1.71,1.52,1.23,1.0,1.05,1.03,0.73,0.83,0.6,0.68,,0.56,0.75
g_1,2.88,1.96,1.78,2.0,1.59,2.03,0.95,1.0,0.87,1.02,1.06,0.99,0.69,0.84,0.86,
c_0,2.12,2.17,2.64,,1.76,1.67,0.97,1.15,1.0,1.17,1.19,0.73,0.88,0.7,0.76,0.73
d_0,,2.17,1.72,3.28,2.04,2.01,1.37,0.98,0.86,1.0,0.99,1.03,1.01,0.81,0.73,0.51
b_0,2.87,2.5,2.36,4.02,,1.67,1.21,0.94,0.84,1.01,1.0,0.98,0.97,0.84,,0.74
f_0,2.33,,2.09,2.27,2.61,1.77,1.65,1.01,1.37,0.97,1.02,1.0,0.83,0.76,1.27,0.77
a_0,2.46,3.15,2.57,3.25,3.52,,1.48,1.46,1.13,0.99,1.03,1.2,1.0,0.95,,0.82
h_0,2.89,3.71,2.61,2.33,2.56,2.18,,1.19,1.42,1.23,1.2,1.31,1.05,,0.73,0.97
e_0,3.87,2.64,,3.1,3.51,1.8,1.8,1.17,1.31,1.37,,0.79,,1.37,1.0,0.95
g_0,3.38,3.23,2.62,3.13,2.69,1.83,1.34,,1.38,1.95,1.36,1.3,1.22,1.03,1.05,
