,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.1,1.8,2.84,3.58,3.2,2.72,0.94,1.01,0.71,0.61,0.6,0.74,0.4,0.61,0.94,0.5
f_1,2.95,1.11,2.97,3.1,2.62,2.96,0.65,0.97,0.67,0.58,0.62,0.84,0.31,0.53,0.59,0.49
d_1,4.04,3.24,1.1,3.48,3.51,2.81,0.76,0.56,1.21,0.65,0.66,0.58,0.45,0.59,0.53,0.31
c_1,2.71,3.55,4.54,1.11,3.46,3.24,1.13,1.15,0.43,1.09,0.72,0.69,0.57,0.85,0.84,0.48
b_1,3.49,4.14,3.93,2.03,1.12,4.43,1.03,1.09,0.83,1.17,1.38,0.81,0.6,0.88,0.86,0.56
a_1,5.38,6.32,5.75,5.2,2.9,1.13,1.81,1.84,1.1,1.33,1.5,1.14,0.95,1.85,1.09,0.93
h_1,12.27,12.11,12.5,10.76,10.09,10.13,1.62,3.38,2.7,2.57,2.57,2.18,2.32,2.11,2.13,1.71
g_1,13.29,15.38,13.46,14.98,13.1,11.55,2.82,1.64,2.97,2.83,2.7,2.66,1.55,2.76,2.5,2.35
d_0,8.67,14.26,18.93,14.55,14.85,11.1,4.46,4.7,1.94,3.22,2.83,2.99,2.15,3.62,3.17,2.44
c_0,14.96,16.3,8.12,25.89,15.4,13.62,4.75,4.18,4.58,1.85,2.97,3.14,2.04,2.88,2.67,1.86
b_0,15.92,16.15,12.55,20.78,25.18,13.44,5.57,5.07,3.61,1.91,1.96,3.27,3.17,2.62,2.8,2.1
f_0,16.42,27.0,17.52,16.42,15.32,14.63,4.59,3.06,3.55,3.66,3.11,2.0,2.46,3.16,2.63,1.49
h_0,21.86,25.09,22.38,24.44,24.75,20.57,8.78,7.1,5.34,4.63,4.47,4.93,4.48,4.49,4.4,2.83
a_0,22.66,23.9,21.93,25.25,34.48,22.19,8.78,7.17,4.96,4.07,2.76,4.89,3.27,2.21,4.21,3.42
e_0,27.77,37.23,24.35,25.46,19.57,21.47,6.91,5.68,5.51,5.47,5.52,2.39,4.24,5.13,2.13,2.48
g_0,31.57,34.01,30.11,29.66,30.48,24.38,6.17,10.92,8.14,6.06,6.43,5.72,3.32,6.17,5.09,5.22
