,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.2,0.84,0.89,0.82,0.69,0.41,0.49,0.35,0.39,0.38,0.32,0.29,0.32,0.23,0.28
e_1,0.83,1.0,1.0,1.13,0.85,0.73,0.51,0.51,0.42,0.59,0.44,0.42,0.36,0.35,0.38,0.33
d_1,1.19,1.01,1.0,1.03,0.78,0.67,0.49,0.36,0.55,0.41,0.41,0.36,0.31,0.32,0.32,0.26
c_1,1.13,0.89,0.97,1.0,1.45,0.67,0.54,0.46,0.44,0.3,0.38,0.41,0.38,0.34,0.32,0.37
b_1,1.21,1.16,1.28,0.69,1.0,1.09,0.66,0.54,0.54,0.48,0.46,0.47,0.39,0.38,0.39,0.32
a_1,1.48,1.38,1.51,1.49,0.91,1.0,0.74,0.55,0.55,0.57,0.64,0.53,0.52,0.71,0.54,0.5
h_1,2.39,1.97,1.96,1.87,1.59,1.36,1.0,1.0,0.77,0.82,0.79,0.78,0.85,0.66,0.56,0.73
g_1,2.11,2.0,2.75,2.1,1.85,1.76,1.0,1.0,1.06,0.95,0.9,1.07,0.69,0.7,0.86,0.68
c_0,2.79,2.3,1.77,2.25,1.88,1.74,1.29,0.93,1.0,1.18,1.35,0.95,0.84,0.88,0.78,0.76
d_0,2.38,1.67,2.61,3.25,2.08,1.89,1.23,1.1,0.81,1.0,0.86,1.0,0.81,0.84,0.81,0.71
b_0,2.52,2.33,2.38,2.71,2.18,1.64,1.3,1.14,0.74,1.18,1.0,0.97,1.06,1.2,0.96,0.81
f_0,3.2,2.4,2.84,2.45,2.08,1.84,1.34,0.91,1.02,0.96,1.04,1.0,0.93,0.85,1.12,0.63
h_0,3.37,2.68,3.12,2.81,2.54,1.98,1.16,1.44,1.22,1.21,0.94,1.06,1.0,0.83,0.8,1.03
a_0,3.08,2.96,3.01,3.1,2.63,1.48,1.51,1.38,1.17,1.27,0.78,1.13,1.21,1.0,1.12,0.85
e_0,4.27,2.98,3.11,3.02,2.76,1.67,1.69,1.09,1.33,1.22,1.16,0.91,1.23,0.95,1.0,0.92
g_0,3.48,3.01,3.88,2.91,3.34,2.06,1.37,1.4,1.41,1.37,1.23,1.55,0.99,1.14,1.08,1.0
