,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,1.13,0.92,0.89,0.69,0.53,0.57,0.4,0.36,0.4,0.45,0.38,0.33,0.38,0.36
f_1,1.26,1.0,0.89,0.96,0.88,0.62,0.36,0.43,0.45,0.39,0.43,0.34,0.27,0.34,0.26,0.34
c_1,0.89,1.11,1.0,1.19,1.28,0.61,0.45,0.31,0.43,0.31,0.3,0.38,0.35,0.32,0.31,0.3
d_1,1.09,1.04,0.85,1.0,0.99,0.77,0.48,0.55,0.4,0.6,0.45,0.41,0.37,0.37,0.37,0.27
b_1,1.13,1.14,0.79,1.02,1.0,1.39,0.6,0.49,0.53,0.55,0.47,0.41,0.49,0.36,0.4,0.4
a_1,1.45,1.62,1.63,1.3,0.71,1.0,0.7,0.57,0.57,0.49,0.76,0.51,0.5,0.52,0.46,0.48
h_1,1.89,2.76,2.26,2.08,1.75,1.4,1.0,0.73,1.04,0.79,0.81,0.66,0.76,0.68,0.67,0.85
d_0,1.73,2.14,3.18,1.7,2.08,1.84,1.36,1.0,1.09,0.77,0.89,0.85,0.87,0.64,0.83,0.74
g_1,2.45,2.18,2.31,2.67,1.91,1.73,0.96,0.92,1.0,0.94,0.96,0.99,0.68,0.75,0.76,0.76
c_0,2.74,2.47,3.16,1.69,1.87,1.92,1.25,1.36,1.03,1.0,1.39,0.84,0.85,0.85,0.73,0.73
b_0,2.41,2.27,3.25,2.31,2.22,1.38,1.23,1.11,0.99,0.71,1.0,0.88,0.82,1.25,0.84,0.78
f_0,2.29,2.98,2.62,2.37,2.31,1.85,1.52,1.13,1.0,1.21,1.07,1.0,0.93,0.94,1.28,0.68
h_0,2.62,3.6,2.77,2.71,2.05,1.91,1.34,1.17,1.47,1.14,1.21,1.11,1.0,0.93,0.9,0.95
a_0,3.09,2.77,3.03,2.87,2.85,1.78,1.45,1.54,1.3,1.12,0.82,1.02,1.04,1.0,0.99,0.87
e_0,2.73,4.04,3.21,2.77,2.58,2.18,1.51,1.31,1.35,1.36,1.17,0.82,1.14,0.94,1.0,0.91
g_0,2.79,3.08,3.12,3.88,2.59,2.07,1.18,1.32,1.39,1.34,1.31,1.42,1.04,1.14,1.11,1.0
