,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.32,1.23,1.59,1.77,3.5,15.84,31.15,36.64,34.53,44.63,52.06,67.5,98.64,91.54,127.64
e_1,0.76,1.0,1.17,1.83,1.76,3.63,17.42,27.94,43.68,34.78,46.17,60.62,73.11,89.5,101.49,126.56
d_1,0.8,0.84,1.0,1.03,1.42,2.75,14.29,19.31,25.64,36.69,38.11,41.56,55.72,71.85,81.46,81.94
c_1,0.63,0.54,0.95,1.0,1.58,2.44,12.16,18.03,15.01,20.96,25.56,30.08,46.29,56.19,66.99,71.61
b_1,0.57,0.57,0.71,0.64,1.0,2.94,10.64,16.97,16.98,23.53,27.65,27.45,39.91,41.53,60.07,65.18
a_1,0.28,0.27,0.37,0.41,0.35,1.0,4.75,7.15,9.2,9.87,13.07,13.03,21.35,23.85,28.05,38.22
h_1,0.06,0.06,0.07,0.08,0.09,0.2,1.0,1.79,1.73,1.86,2.49,2.83,4.23,5.11,5.23,7.74
g_1,0.03,0.04,0.05,0.06,0.06,0.15,0.55,1.0,1.09,1.24,1.49,2.06,2.29,2.79,3.71,4.12
d_0,0.03,0.02,0.04,0.07,0.06,0.1,0.59,0.95,1.0,0.87,1.39,1.53,2.18,2.66,3.19,3.93
c_0,0.03,0.03,0.03,0.05,0.04,0.1,0.53,0.8,1.12,1.0,1.67,1.43,1.97,2.93,2.89,3.37
b_0,0.02,0.02,0.03,0.04,0.04,0.08,0.4,0.69,0.72,0.62,1.0,1.06,1.63,2.67,2.22,2.67
f_0,0.02,0.02,0.03,0.03,0.04,0.08,0.36,0.49,0.62,0.71,0.89,1.0,1.41,1.8,2.53,1.99
h_0,0.01,0.01,0.02,0.02,0.02,0.05,0.24,0.43,0.45,0.5,0.65,0.69,1.0,1.24,1.45,1.76
a_0,0.01,0.01,0.01,0.02,0.02,0.04,0.19,0.36,0.35,0.34,0.37,0.56,0.83,1.0,1.15,1.37
e_0,0.01,0.01,0.01,0.02,0.02,0.04,0.19,0.27,0.31,0.34,0.45,0.39,0.74,0.82,1.0,1.14
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.13,0.26,0.26,0.29,0.37,0.53,0.56,0.77,0.92,1.0
