,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.48,0.75,0.45,0.39,0.39,0.36,0.49,0.44,0.56,0.53,0.51,0.29,0.56,0.46,0.42,0.54
e_1,0.43,1.5,0.39,0.49,0.47,0.35,0.52,0.42,0.94,0.57,0.56,0.66,0.61,0.46,0.28,0.56
d_1,0.48,0.48,1.54,0.44,0.46,0.35,0.61,0.45,0.25,0.82,0.56,0.52,0.67,0.54,0.46,0.51
c_1,0.54,0.43,0.5,1.57,0.69,0.29,0.64,0.52,0.44,0.14,0.5,0.54,0.65,0.48,0.47,0.5
b_1,0.51,0.51,0.46,0.44,1.6,0.73,0.52,0.59,0.49,0.54,0.28,0.5,0.59,0.32,0.46,0.51
a_1,0.5,0.58,0.59,0.55,0.36,1.76,0.62,0.38,0.63,0.73,0.53,0.45,0.67,0.19,0.57,0.68
h_1,1.1,0.59,0.76,0.57,0.72,0.5,1.66,1.03,0.68,0.82,0.82,0.63,0.49,0.66,0.67,1.16
g_1,0.8,0.79,1.15,0.71,0.45,0.65,0.8,1.76,0.72,0.82,0.72,1.15,0.78,0.66,0.83,0.48
d_0,0.84,0.68,0.52,1.32,0.78,0.49,0.9,0.81,1.49,0.76,1.03,0.79,0.91,0.74,0.62,0.89
c_0,0.89,0.77,0.64,0.72,0.68,0.58,1.03,0.9,1.16,1.52,1.54,1.01,1.0,0.85,0.85,0.93
b_0,1.04,0.79,0.78,0.78,0.3,0.6,1.0,0.94,0.85,0.84,1.54,0.92,0.93,1.35,0.67,0.89
f_0,0.47,0.63,0.81,0.9,0.8,0.74,1.17,0.9,1.14,1.03,0.97,1.61,1.11,0.96,1.43,0.83
h_0,1.14,0.67,0.87,0.84,0.61,0.57,0.71,1.2,0.91,0.81,0.93,0.87,0.61,0.82,0.8,0.99
a_0,1.08,0.86,0.77,0.88,0.8,,0.9,1.16,0.87,0.83,0.82,0.84,1.06,1.69,0.62,0.78
e_0,1.03,0.51,0.78,0.84,0.66,0.63,1.06,1.13,1.16,1.11,1.1,0.93,1.17,0.85,1.72,1.09
g_0,0.82,0.68,1.24,0.86,0.79,0.52,0.7,0.91,0.85,0.97,0.85,1.24,1.05,0.74,0.72,0.52
