,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.66,2.09,2.04,2.32,1.89,1.94,0.69,0.72,1.03,0.7,0.75,1.28,0.43,0.69,0.75,0.82
e_1,1.39,0.66,2.0,2.3,2.28,1.96,0.93,0.85,0.93,0.89,0.76,1.05,0.67,0.7,1.71,0.62
d_1,2.25,2.48,0.65,2.21,1.73,1.85,1.02,0.82,0.56,1.76,0.87,0.71,0.6,0.71,0.77,0.5
c_1,2.33,1.86,2.83,0.63,3.52,1.81,0.94,1.59,0.93,0.46,0.69,0.69,0.61,0.64,0.57,0.69
b_1,2.27,2.46,2.45,1.1,0.63,2.88,1.26,0.88,0.97,0.96,1.47,0.73,0.82,0.8,0.73,0.63
a_1,2.61,2.56,2.69,3.14,1.42,0.58,1.06,0.94,1.2,1.01,1.11,1.19,0.94,2.43,0.87,0.75
h_1,3.07,2.36,2.72,2.76,2.34,2.2,0.61,0.96,1.57,0.88,0.95,0.84,1.17,0.99,0.91,0.72
c_0,3.46,2.85,1.75,6.23,2.99,2.78,1.4,0.67,1.44,1.37,1.15,0.95,0.95,1.02,0.88,0.81
g_1,2.8,3.14,3.27,2.93,2.7,3.03,0.99,0.94,0.57,1.07,0.96,1.08,0.66,0.8,0.83,0.9
d_0,2.86,1.83,3.8,4.04,2.91,2.36,1.74,0.99,1.82,0.67,1.2,1.03,0.8,1.04,0.88,0.68
b_0,3.16,3.21,2.43,3.17,6.15,2.98,1.39,0.68,1.44,1.01,0.63,1.05,1.08,1.24,1.16,0.67
f_0,6.17,2.77,2.89,3.45,3.34,2.29,1.67,1.04,1.04,1.15,1.02,0.62,1.03,1.12,1.31,0.61
h_0,4.28,3.01,3.01,3.32,2.95,2.9,2.63,1.08,1.76,1.37,1.02,1.04,1.65,0.93,1.37,1.12
a_0,4.06,4.04,3.05,3.45,3.83,,1.35,1.08,1.77,1.36,0.71,0.97,1.3,0.61,1.14,1.25
e_0,3.87,4.41,3.04,4.16,3.85,3.67,1.79,1.2,2.07,1.39,1.02,0.67,0.89,1.15,0.58,1.02
g_0,3.46,3.49,4.06,3.35,3.46,3.26,1.56,1.43,3.37,1.81,1.5,1.41,0.94,1.25,1.21,1.73
